timestamp,sender,receiver,amount,device_id,location,tx_type,degree_s,degree_r,total_amount_s,total_amount_r,latest_tx_s,latest_tx_r,avgNbrDeg_s,avgNbrDeg_r,clustering_s,clustering_r,pagerank_s,pagerank_r,risk_s,risk_r,count,total,avg,velocity,unique_devices,last_tx,label
18351,A780,A1328,77127.0,D88,Delhi,transfer,3.0,5.0,232014.0,141804.0,18351.0,34328.0,2.66667,3.4,0.0,0.0,1.38748,1.42877,2.0,2.0,1.0,77127.0,77127.0,1.0,1.0,18351.0,0
18360,A718,A1309,73200.0,D254,Delhi,payment,5.0,3.0,367730.0,2035740.0,31206.0,39744.0,5.0,8.0,0.0,0.0,0.485927,1.74098,2.0,2.0,1.0,73200.0,73200.0,1.0,1.0,18360.0,0
18364,A2340,A802,79588.0,D184,Ladakh,payment,3.0,4.0,159521.0,277311.0,39770.0,34732.0,5.0,2.5,0.333333,0.0,1.02088,1.33975,2.0,2.0,1.0,79588.0,79588.0,1.0,1.0,18364.0,0
18366,A599,A1044,69817.0,D100,Singapore,transfer,3.0,4.0,7597670.0,8025660.0,32522.0,32977.0,2.33333,3.75,0.0,0.0,0.56421,0.687877,2.0,2.0,1.0,69817.0,69817.0,1.0,1.0,18366.0,0
18368,A888,A1604,73979.0,D247,Pakistan,transfer,7.0,2.0,7317540.0,25653.0,39690.0,40114.0,4.42857,3.0,0.0,0.0,0.416607,1.46936,2.0,2.0,1.0,73979.0,73979.0,1.0,1.0,18368.0,0
18372,A1744,A608,59487.0,D118,Delhi,payment,3.0,2.0,178122.0,2530710.0,38042.0,11365.0,3.33333,4.0,0.0,0.0,0.747294,0.884844,2.0,2.0,1.0,59487.0,59487.0,1.0,1.0,18372.0,0
18374,A1195,A657,3444232.0,D_SHARED_5,Dubai,transfer,1.0,3.0,3444230.0,162755.0,18374.0,38380.0,3.0,6.33333,0.0,0.0,1.00813,2.9284,2.0,6.0,1.0,3444230.0,3444230.0,1.0,1.0,18374.0,1
18375,A852,A126,241921.0,D_SHARED_5,Dubai,transfer,5.0,3.0,382749.0,178757.0,36878.0,23666.0,3.4,2.33333,0.0,0.0,2.24556,0.6689,4.0,2.0,1.0,241921.0,241921.0,1.0,1.0,18375.0,1
18376,A2225,A176,6064958.0,D_SHARED_5,Dubai,transfer,6.0,2.0,9155250.0,74271.0,18376.0,28709.0,3.83333,1.5,0.0,0.0,0.550714,1.42696,2.0,2.0,1.0,6064960.0,6064960.0,1.0,1.0,18376.0,1
18377,A1630,A1021,538201.0,D_SHARED_5,Dubai,transfer,3.0,0.0,737193.0,0.0,34644.0,0.0,4.0,0.0,0.0,0.0,1.50446,1.09485,2.0,2.0,1.0,538201.0,538201.0,1.0,1.0,18377.0,1
18377,A2289,A571,9253.0,D225,Pakistan,transfer,4.0,3.0,36724.0,2785350.0,23842.0,27657.0,2.75,3.66667,0.0,0.0,0.628764,1.62609,2.0,2.0,1.0,9253.0,9253.0,1.0,1.0,18377.0,0
18378,A2082,A599,9697943.0,D_SHARED_5,Dubai,transfer,2.0,3.0,9796840.0,7597670.0,28481.0,32522.0,2.5,2.33333,0.0,0.0,0.788709,0.56421,2.0,2.0,1.0,9697940.0,9697940.0,1.0,1.0,18378.0,1
18380,A162,A1933,58179.0,D18,London,transfer,11.0,2.0,640679.0,54707.0,21537.0,19532.0,3.90909,7.5,0.0,0.0,1.12563,1.0275,2.0,2.0,1.0,58179.0,58179.0,1.0,1.0,18380.0,0
18383,A941,A1749,54252.0,D126,Bangalore,payment,3.0,2.0,162984.0,39120.0,19998.0,38491.0,3.66667,4.0,0.0,0.0,0.489729,0.49367,2.0,2.0,1.0,54252.0,54252.0,1.0,1.0,18383.0,0
18392,A754,A11,57133.0,D223,Ladakh,transfer,2.0,3.0,113983.0,4486920.0,18392.0,34312.0,3.0,4.66667,0.0,0.0,0.615044,0.712018,2.0,2.0,1.0,57133.0,57133.0,1.0,1.0,18392.0,0
18401,A2232,A1925,69566.0,D90,Singapore,withdrawal,3.0,6.0,208925.0,86606.0,36738.0,25879.0,5.66667,6.5,0.0,0.0,1.39521,1.86746,2.0,2.0,1.0,69566.0,69566.0,1.0,1.0,18401.0,0
18403,A657,A2008,80733.0,D221,Dubai,withdrawal,3.0,6.0,162755.0,1597240.0,38380.0,37949.0,6.33333,3.33333,0.0,0.0,2.9284,4.20068,6.0,4.0,1.0,80733.0,80733.0,1.0,1.0,18403.0,0
18409,A375,A80,19157.0,D85,Ladakh,payment,2.0,5.0,38567.0,9048190.0,18409.0,30582.0,5.0,4.4,0.0,0.0,0.316266,0.713498,2.0,2.0,1.0,19157.0,19157.0,1.0,1.0,18409.0,0
18411,A1244,A528,1379.0,D89,Singapore,transfer,9.0,5.0,6615220.0,5625210.0,40135.0,30112.0,3.77778,3.8,0.0,0.0,0.60758,1.67897,2.0,2.0,1.0,1379.0,1379.0,1.0,1.0,18411.0,1
18412,A1244,A852,1913.0,D25,Singapore,transfer,9.0,5.0,6615220.0,382749.0,40135.0,36878.0,3.77778,3.4,0.0,0.0,0.60758,2.24556,2.0,4.0,1.0,1913.0,1913.0,1.0,1.0,18412.0,1
18413,A1244,A53,929.0,D215,Singapore,transfer,9.0,0.0,6615220.0,0.0,40135.0,0.0,3.77778,0.0,0.0,0.0,0.60758,0.589538,2.0,0.0,1.0,929.0,929.0,1.0,1.0,18413.0,1
18414,A1244,A44,1425.0,D69,Singapore,transfer,9.0,6.0,6615220.0,3228320.0,40135.0,38218.0,3.77778,4.0,0.0,0.0,0.60758,1.34347,2.0,2.0,1.0,1425.0,1425.0,1.0,1.0,18414.0,1
18415,A1244,A529,992.0,D165,Singapore,transfer,9.0,2.0,6615220.0,96986.0,40135.0,29435.0,3.77778,3.0,0.0,0.0,0.60758,0.408749,2.0,2.0,1.0,992.0,992.0,1.0,1.0,18415.0,1
18416,A1244,A157,814.0,D271,Singapore,transfer,9.0,2.0,6615220.0,521253.0,40135.0,31017.0,3.77778,6.0,0.0,0.0,0.60758,0.207424,2.0,2.0,1.0,814.0,814.0,1.0,1.0,18416.0,1
18416,A1125,A809,27415.0,D101,Singapore,withdrawal,6.0,1.0,111399.0,49137.0,33652.0,34713.0,2.5,4.0,0.0,0.0,3.68102,1.99674,4.0,2.0,1.0,27415.0,27415.0,1.0,1.0,18416.0,0
18417,A1244,A946,505.0,D98,Singapore,transfer,9.0,2.0,6615220.0,111140.0,40135.0,17714.0,3.77778,5.5,0.0,0.0,0.60758,1.43131,2.0,2.0,1.0,505.0,505.0,1.0,1.0,18417.0,1
18418,A2348,A580,73928.0,D16,Mumbai,withdrawal,2.0,2.0,74986.0,4756840.0,18418.0,15429.0,4.0,3.0,0.0,0.0,2.12444,1.46359,4.0,2.0,1.0,73928.0,73928.0,1.0,1.0,18418.0,0
18425,A1729,A1747,80719.0,D198,Ladakh,transfer,3.0,7.0,162864.0,1821010.0,31670.0,21592.0,5.66667,4.0,0.0,0.0,0.465057,1.46556,2.0,2.0,1.0,80719.0,80719.0,1.0,1.0,18425.0,0
18426,A1141,A1036,12186.0,D166,Bangalore,transfer,4.0,4.0,26622.0,5222000.0,18426.0,27243.0,2.75,4.0,0.0,0.0,1.86618,0.889952,2.0,2.0,1.0,12186.0,12186.0,1.0,1.0,18426.0,0
18433,A1081,A2377,1000.0,D_SHARED_1,Dubai,transfer,5.0,8.0,298824.0,297594.0,26625.0,36010.0,4.6,4.0,0.0,0.0,1.42861,1.04426,2.0,2.0,1.0,1000.0,1000.0,1.0,1.0,18433.0,1
18434,A2377,A1902,1000.0,D_SHARED_1,Dubai,transfer,8.0,1.0,297594.0,1000.0,36010.0,18435.0,4.0,3.0,0.0,0.0,1.04426,0.571572,2.0,2.0,1.0,1000.0,1000.0,1.0,1.0,18434.0,1
18434,A1178,A1189,97017.0,D170,Delhi,payment,3.0,7.0,9942210.0,359053.0,29127.0,36277.0,4.0,4.28571,0.0,0.0,0.771265,0.810229,2.0,2.0,1.0,97017.0,97017.0,1.0,1.0,18434.0,0
18435,A1902,A18,1000.0,D_SHARED_1,Dubai,transfer,1.0,3.0,1000.0,18299.0,18435.0,31671.0,3.0,4.0,0.0,0.0,0.571572,1.30608,2.0,2.0,1.0,1000.0,1000.0,1.0,1.0,18435.0,1
18436,A18,A1081,1000.0,D_SHARED_1,Dubai,transfer,3.0,5.0,18299.0,298824.0,31671.0,26625.0,4.0,4.6,0.0,0.0,1.30608,1.42861,2.0,2.0,1.0,1000.0,1000.0,1.0,1.0,18436.0,1
18441,A2377,A1692,49462.0,D240,London,withdrawal,8.0,7.0,297594.0,49215.0,36010.0,31173.0,4.0,3.42857,0.0,0.0,1.04426,1.29776,2.0,2.0,1.0,49462.0,49462.0,1.0,1.0,18441.0,0
18442,A1212,A393,71505.0,D188,Ladakh,withdrawal,8.0,2.0,8729530.0,172296.0,40123.0,40086.0,2.5,5.5,0.0,0.0,1.34047,1.53217,2.0,2.0,1.0,71505.0,71505.0,1.0,1.0,18442.0,0
18452,A1671,A2348,89828.0,D268,Singapore,transfer,3.0,2.0,269791.0,74986.0,18452.0,18418.0,6.0,4.0,0.0,0.0,0.235795,2.12444,2.0,4.0,1.0,89828.0,89828.0,1.0,1.0,18452.0,0
18456,A1358,A1526,548220.0,D205,Bangalore,transfer,12.0,6.0,587338.0,1912400.0,18456.0,34158.0,4.41667,3.33333,0.0,0.0,0.467869,1.11623,2.0,2.0,1.0,548220.0,548220.0,1.0,1.0,18456.0,1
18460,A546,A2264,7077.0,D167,Dubai,transfer,2.0,1.0,13651.0,51212.0,22994.0,24656.0,1.5,3.0,0.0,0.0,1.0047,0.792416,2.0,2.0,1.0,7077.0,7077.0,1.0,1.0,18460.0,0
18466,A235,A1254,88444.0,D208,London,payment,4.0,2.0,353349.0,7128220.0,18466.0,27870.0,2.25,7.0,0.0,0.0,1.89139,1.15036,2.0,2.0,1.0,88444.0,88444.0,1.0,1.0,18466.0,0
18469,A813,A2441,26241.0,D194,London,transfer,5.0,7.0,132084.0,346124.0,39871.0,37020.0,4.0,3.57143,0.0,0.0,1.02176,1.19636,2.0,2.0,1.0,26241.0,26241.0,1.0,1.0,18469.0,0
18475,A1330,A1309,67152.0,D223,Bangalore,payment,2.0,3.0,133772.0,2035740.0,21393.0,39744.0,3.0,8.0,0.0,0.0,0.923652,1.74098,2.0,2.0,1.0,67152.0,67152.0,1.0,1.0,18475.0,0
18484,A726,A1647,23340.0,D66,Mumbai,payment,7.0,10.0,11034400.0,23105900.0,36922.0,33989.0,4.14286,5.4,0.0,0.0,1.19936,0.485998,2.0,2.0,1.0,23340.0,23340.0,1.0,1.0,18484.0,0
18493,A975,A82,52524.0,D166,Delhi,payment,3.0,6.0,157381.0,6471790.0,18493.0,30444.0,5.33333,3.83333,0.0,0.0,0.189143,0.59329,2.0,2.0,1.0,52524.0,52524.0,1.0,1.0,18493.0,0
18502,A2079,A29,28621.0,D210,Delhi,withdrawal,7.0,7.0,5595340.0,243790.0,38946.0,30344.0,5.85714,2.42857,0.0,0.0,2.26151,2.02762,4.0,4.0,1.0,28621.0,28621.0,1.0,1.0,18502.0,0
18509,A538,A730,3694196.0,D189,London,transfer,5.0,3.0,5918280.0,27108.0,26809.0,39818.0,4.4,3.66667,0.0,0.0,0.637196,0.71194,2.0,2.0,1.0,3694200.0,3694200.0,1.0,1.0,18509.0,1
18514,A1493,A2443,82547.0,D2,Ladakh,transfer,8.0,1.0,3442910.0,1676420.0,39630.0,30500.0,3.75,6.0,0.0,0.0,0.974983,0.932814,2.0,2.0,1.0,82547.0,82547.0,1.0,1.0,18514.0,0
18520,A1445,A2309,89177.0,D54,Mumbai,withdrawal,5.0,2.0,758372.0,3637890.0,39145.0,38248.0,6.0,3.0,0.0,0.0,0.639141,2.25221,2.0,6.0,1.0,89177.0,89177.0,1.0,1.0,18520.0,0
18530,A362,A439,12657.0,D62,Bangalore,payment,8.0,3.0,12976800.0,173613.0,36481.0,21752.0,4.75,5.0,0.0,0.0,0.237375,1.53097,2.0,2.0,1.0,12657.0,12657.0,1.0,1.0,18530.0,0
18540,A916,A76,92860.0,D157,London,payment,10.0,4.0,32070400.0,11366900.0,31281.0,29672.0,5.2,3.25,0.0,0.0,1.7336,1.30466,4.0,2.0,1.0,92860.0,92860.0,1.0,1.0,18540.0,0
18546,A427,A360,65696.0,D260,Dubai,transfer,4.0,9.0,8866680.0,1374950.0,27226.0,40023.0,5.0,5.55556,0.0,0.0,0.5479,0.829219,2.0,2.0,1.0,65696.0,65696.0,1.0,1.0,18546.0,0
18555,A1461,A2174,39103.0,D225,Singapore,transfer,2.0,4.0,78518.0,7247540.0,18555.0,23846.0,4.5,3.0,0.0,0.0,2.14372,1.76139,4.0,2.0,1.0,39103.0,39103.0,1.0,1.0,18555.0,0
18561,A688,A744,79904.0,D59,Bangalore,transfer,16.0,1.0,7914410.0,1000.0,37632.0,2652.0,3.75,6.0,0.0,0.0,0.547543,1.11217,4.0,2.0,1.0,79904.0,79904.0,1.0,1.0,18561.0,0
18565,A2137,A2438,49890.0,D32,Delhi,payment,2.0,8.0,99847.0,2076650.0,35221.0,38189.0,5.5,4.25,0.0,0.0,0.540421,0.379686,2.0,2.0,1.0,49890.0,49890.0,1.0,1.0,18565.0,0
18568,A2031,A1151,81261.0,D101,Ladakh,transfer,8.0,0.0,8324940.0,0.0,29947.0,0.0,2.625,0.0,0.0,0.0,0.77161,0.693361,2.0,0.0,1.0,81261.0,81261.0,1.0,1.0,18568.0,0
18570,A2344,A2476,49451.0,D67,Bangalore,payment,5.0,7.0,246873.0,8254970.0,31960.0,35119.0,4.4,3.57143,0.0,0.0,0.503514,1.43894,2.0,2.0,1.0,49451.0,49451.0,1.0,1.0,18570.0,0
18572,A1345,A1614,90716.0,D176,Bangalore,transfer,5.0,2.0,453848.0,7343480.0,37002.0,37860.0,3.8,3.5,0.0,0.0,0.224539,0.601857,2.0,2.0,1.0,90716.0,90716.0,1.0,1.0,18572.0,0
18576,A1990,A2216,68207.0,D181,Bangalore,withdrawal,6.0,2.0,15942900.0,33699.0,33484.0,37387.0,3.16667,2.5,0.0,0.0,0.715503,1.41622,4.0,2.0,1.0,68207.0,68207.0,1.0,1.0,18576.0,0
18578,A1058,A962,73684.0,D281,London,payment,3.0,3.0,221100.0,101103.0,24611.0,32533.0,3.0,5.66667,0.0,0.0,1.10834,1.41988,2.0,2.0,1.0,73684.0,73684.0,1.0,1.0,18578.0,0
18582,A36,A17,7889820.0,D122,Ladakh,transfer,7.0,3.0,22653800.0,75099.0,36785.0,23621.0,3.14286,6.0,0.0,0.0,1.20488,1.00311,4.0,2.0,1.0,7889820.0,7889820.0,1.0,1.0,18582.0,1
18583,A36,A2406,4774344.0,D299,Singapore,transfer,7.0,2.0,22653800.0,7707070.0,36785.0,39485.0,3.14286,6.0,0.0,0.0,1.20488,1.24579,4.0,2.0,1.0,4774340.0,4774340.0,1.0,1.0,18583.0,1
18584,A36,A1134,5245210.0,D237,Singapore,transfer,7.0,4.0,22653800.0,169056.0,36785.0,38337.0,3.14286,4.25,0.0,0.0,1.20488,0.363283,4.0,2.0,1.0,5245210.0,5245210.0,1.0,1.0,18584.0,1
18585,A36,A1269,4649130.0,D57,Delhi,transfer,7.0,4.0,22653800.0,259310.0,36785.0,36923.0,3.14286,7.25,0.0,0.0,1.20488,0.842262,4.0,2.0,1.0,4649130.0,4649130.0,1.0,1.0,18585.0,1
18590,A698,A1746,85078.0,D80,London,payment,4.0,2.0,1067060.0,7282.0,28911.0,31823.0,3.0,3.5,0.0,0.0,0.996105,1.05915,2.0,2.0,1.0,85078.0,85078.0,1.0,1.0,18590.0,0
18594,A1852,A1453,29753.0,D23,Singapore,withdrawal,5.0,2.0,147743.0,800618.0,32105.0,10418.0,3.0,6.5,0.0,0.0,1.25866,1.24697,2.0,2.0,1.0,29753.0,29753.0,1.0,1.0,18594.0,0
18601,A1022,A1397,9726507.0,D264,Dubai,transfer,5.0,4.0,9967340.0,7232410.0,30749.0,39600.0,2.2,3.0,0.0,0.0,0.856609,0.504187,2.0,2.0,1.0,9726510.0,9726510.0,1.0,1.0,18601.0,1
18611,A2326,A222,79091.0,D140,Delhi,payment,5.0,4.0,6448820.0,151788.0,18611.0,33509.0,4.2,6.0,0.0,0.0,0.813814,1.92243,2.0,2.0,1.0,79091.0,79091.0,1.0,1.0,18611.0,0
18620,A1846,A2079,99697.0,D115,Ladakh,payment,2.0,7.0,199413.0,5595340.0,38687.0,38946.0,4.5,5.85714,0.0,0.0,0.585522,2.26151,2.0,4.0,1.0,99697.0,99697.0,1.0,1.0,18620.0,0
18629,A1268,A2156,3658889.0,D157,Dubai,transfer,5.0,4.0,3923560.0,7299590.0,35995.0,24730.0,3.8,4.25,0.0,0.0,1.37393,2.27978,2.0,6.0,1.0,3658890.0,3658890.0,1.0,1.0,18629.0,1
18630,A160,A2156,8200898.0,D108,Dubai,transfer,4.0,4.0,16662800.0,7299590.0,35164.0,24730.0,3.0,4.25,0.0,0.0,1.01321,2.27978,2.0,6.0,1.0,8200900.0,8200900.0,1.0,1.0,18630.0,1
18630,A11,A2015,66977.0,D274,Dubai,transfer,3.0,5.0,4486920.0,6292690.0,34312.0,33413.0,4.66667,3.2,0.0,0.0,0.712018,1.62538,2.0,2.0,1.0,66977.0,66977.0,1.0,1.0,18630.0,0
18631,A233,A2156,7430003.0,D51,Dubai,transfer,4.0,4.0,7590710.0,7299590.0,36123.0,24730.0,2.5,4.25,0.0,0.0,0.310282,2.27978,2.0,6.0,1.0,7430000.0,7430000.0,1.0,1.0,18631.0,1
18632,A1909,A2156,7813110.0,D199,Dubai,transfer,3.0,4.0,10859700.0,7299590.0,18632.0,24730.0,4.0,4.25,0.0,0.0,0.469072,2.27978,2.0,6.0,1.0,7813110.0,7813110.0,1.0,1.0,18632.0,1
18633,A385,A2156,3243222.0,D162,Dubai,transfer,5.0,4.0,10344900.0,7299590.0,35928.0,24730.0,2.8,4.25,0.0,0.0,0.531442,2.27978,2.0,6.0,1.0,3243220.0,3243220.0,1.0,1.0,18633.0,1
18639,A56,A968,7395.0,D176,Pakistan,payment,6.0,5.0,38120.0,269475.0,36381.0,38978.0,5.5,3.6,0.0,0.0,0.7057,0.575478,2.0,2.0,1.0,7395.0,7395.0,1.0,1.0,18639.0,0
18649,A1393,A533,67949.0,D132,Singapore,withdrawal,5.0,3.0,340004.0,9601090.0,18649.0,24857.0,5.8,6.33333,0.0,0.0,0.779242,0.89298,2.0,2.0,1.0,67949.0,67949.0,1.0,1.0,18649.0,0
18652,A567,A1609,48562.0,D299,Dubai,transfer,4.0,2.0,194306.0,69247.0,18652.0,49957.0,3.75,4.5,0.0,0.0,1.03309,0.499357,2.0,2.0,1.0,48562.0,48562.0,1.0,1.0,18652.0,0
18655,A1285,A1356,80016.0,D262,Mumbai,transfer,6.0,1.0,480070.0,940715.0,37993.0,21168.0,2.0,3.0,0.0,0.0,0.801235,1.0049,2.0,2.0,1.0,80016.0,80016.0,1.0,1.0,18655.0,0
18660,A220,A772,91414.0,D218,Bangalore,transfer,3.0,6.0,183940.0,6058870.0,18660.0,25937.0,6.0,3.66667,0.0,0.0666667,1.91314,1.91449,2.0,2.0,1.0,91414.0,91414.0,1.0,1.0,18660.0,0
18664,A1996,A307,29850.0,D268,Mumbai,transfer,6.0,2.0,8414790.0,8004500.0,37618.0,38824.0,2.66667,4.0,0.0,0.0,0.45432,1.0498,2.0,2.0,1.0,29850.0,29850.0,1.0,1.0,18664.0,0
18674,A1463,A1286,49095.0,D177,Ladakh,transfer,3.0,8.0,98839.0,57692.0,39925.0,24297.0,4.33333,3.0,0.0,0.0,1.28119,1.42577,2.0,2.0,1.0,49095.0,49095.0,1.0,1.0,18674.0,0
18675,A1927,A1267,1043.0,D185,Singapore,transfer,12.0,2.0,47686.0,32328.0,24867.0,8981.0,3.91667,2.5,0.0,0.0,2.51546,1.63947,6.0,2.0,1.0,1043.0,1043.0,1.0,1.0,18675.0,1
18676,A1927,A2309,1061.0,D241,Singapore,transfer,12.0,2.0,47686.0,3637890.0,24867.0,38248.0,3.91667,3.0,0.0,0.0,2.51546,2.25221,6.0,6.0,1.0,1061.0,1061.0,1.0,1.0,18676.0,1
18677,A1927,A1605,727.0,D82,Singapore,transfer,12.0,7.0,47686.0,223254.0,24867.0,39973.0,3.91667,3.71429,0.0,0.047619,2.51546,0.923484,6.0,2.0,1.0,727.0,727.0,1.0,1.0,18677.0,1
18678,A1927,A442,1628.0,D289,Singapore,transfer,12.0,3.0,47686.0,1930240.0,24867.0,38823.0,3.91667,4.66667,0.0,0.0,2.51546,1.93071,6.0,2.0,1.0,1628.0,1628.0,1.0,1.0,18678.0,1
18679,A1927,A1022,1857.0,D48,Singapore,transfer,12.0,5.0,47686.0,9967340.0,24867.0,30749.0,3.91667,2.2,0.0,0.0,2.51546,0.856609,6.0,2.0,1.0,1857.0,1857.0,1.0,1.0,18679.0,1
18680,A1927,A605,1478.0,D8,Singapore,transfer,12.0,11.0,47686.0,2522910.0,24867.0,27327.0,3.91667,2.54545,0.0,0.0,2.51546,2.76197,6.0,4.0,1.0,1478.0,1478.0,1.0,1.0,18680.0,1
18680,A2284,A1445,32927.0,D3,Singapore,withdrawal,3.0,5.0,8336350.0,758372.0,30191.0,39145.0,4.33333,6.0,0.0,0.0,0.584919,0.639141,2.0,2.0,1.0,32927.0,32927.0,1.0,1.0,18680.0,0
18681,A1927,A1715,1165.0,D16,Singapore,transfer,12.0,2.0,47686.0,38283.0,24867.0,40442.0,3.91667,5.0,0.0,0.0,2.51546,1.32208,6.0,2.0,1.0,1165.0,1165.0,1.0,1.0,18681.0,1
18682,A1927,A1793,1329.0,D53,Singapore,transfer,12.0,3.0,47686.0,289892.0,24867.0,19153.0,3.91667,4.0,0.0,0.0,2.51546,1.88237,6.0,2.0,1.0,1329.0,1329.0,1.0,1.0,18682.0,1
18683,A1927,A631,845.0,D77,Singapore,transfer,12.0,3.0,47686.0,5118150.0,24867.0,19254.0,3.91667,3.66667,0.0,0.0,2.51546,1.58766,6.0,2.0,1.0,845.0,845.0,1.0,1.0,18683.0,1
18684,A1927,A2217,1829.0,D122,Singapore,transfer,12.0,5.0,47686.0,1301470.0,24867.0,25547.0,3.91667,3.2,0.0,0.0,2.51546,0.878848,6.0,2.0,1.0,1829.0,1829.0,1.0,1.0,18684.0,1
18685,A1927,A109,1246.0,D198,Singapore,transfer,12.0,1.0,47686.0,20664.0,24867.0,31087.0,3.91667,5.0,0.0,0.0,2.51546,0.649158,6.0,2.0,1.0,1246.0,1246.0,1.0,1.0,18685.0,1
18686,A870,A1364,1000.0,D_SHARED_1,Dubai,transfer,4.0,3.0,9567350.0,4167010.0,39012.0,27969.0,4.5,6.33333,0.0,0.0,0.600707,2.99547,2.0,6.0,1.0,1000.0,1000.0,1.0,1.0,18686.0,1
18687,A1364,A1756,1000.0,D_SHARED_1,Dubai,transfer,3.0,5.0,4167010.0,50910.0,27969.0,29206.0,6.33333,2.8,0.0,0.0,2.99547,1.20279,6.0,2.0,1.0,1000.0,1000.0,1.0,1.0,18687.0,1
18688,A1756,A28,1000.0,D_SHARED_1,Dubai,transfer,5.0,3.0,50910.0,6087900.0,29206.0,27846.0,2.8,4.33333,0.0,0.0,1.20279,0.499293,2.0,2.0,1.0,1000.0,1000.0,1.0,1.0,18688.0,1
18689,A28,A870,1000.0,D_SHARED_1,Dubai,transfer,3.0,4.0,6087900.0,9567350.0,27846.0,39012.0,4.33333,4.5,0.0,0.0,0.499293,0.600707,2.0,2.0,1.0,1000.0,1000.0,1.0,1.0,18689.0,1
18694,A2208,A2482,50370.0,D87,Mumbai,transfer,4.0,3.0,106900.0,164689.0,26288.0,38198.0,4.75,1.66667,0.0,0.0,0.23495,0.727404,2.0,2.0,1.0,50370.0,50370.0,1.0,1.0,18694.0,0
18698,A2000,A1680,25593.0,D296,Delhi,transfer,5.0,1.0,13446900.0,11117.0,29671.0,6368.0,4.0,5.0,0.0,0.0,3.18173,1.05178,6.0,2.0,1.0,25593.0,25593.0,1.0,1.0,18698.0,0
18707,A1001,A1640,38224.0,D81,Ladakh,withdrawal,5.0,6.0,152718.0,2113560.0,18707.0,37342.0,4.4,3.33333,0.0,0.0,1.6597,1.76174,2.0,2.0,1.0,38224.0,38224.0,1.0,1.0,18707.0,0
18710,A1738,A2306,56345.0,D58,Mumbai,transfer,4.0,7.0,223566.0,17101500.0,18787.0,33547.0,4.75,3.57143,0.0,0.0,2.8313,1.10312,4.0,2.0,1.0,56345.0,56345.0,1.0,1.0,18710.0,0
18711,A1535,A1382,89226.0,D12,Pakistan,payment,1.0,5.0,89226.0,5660330.0,18711.0,34840.0,5.0,2.8,0.0,0.0,1.21264,3.07306,2.0,4.0,1.0,89226.0,89226.0,1.0,1.0,18711.0,0
18721,A275,A98,5717109.0,D56,Dubai,transfer,6.0,5.0,15337100.0,5841870.0,39309.0,39164.0,4.5,5.2,0.0,0.0,0.875855,1.73037,2.0,2.0,1.0,5717110.0,5717110.0,1.0,1.0,18721.0,1
18722,A708,A98,648922.0,D29,Dubai,transfer,3.0,5.0,6137190.0,5841870.0,36573.0,39164.0,3.33333,5.2,0.0,0.0,0.816797,1.73037,2.0,2.0,1.0,648922.0,648922.0,1.0,1.0,18722.0,1
18723,A849,A98,9798306.0,D107,Dubai,transfer,3.0,5.0,9834800.0,5841870.0,31746.0,39164.0,4.33333,5.2,0.0,0.0,1.06245,1.73037,2.0,2.0,1.0,9798310.0,9798310.0,1.0,1.0,18723.0,1
18724,A1036,A98,5189942.0,D17,Dubai,transfer,4.0,5.0,5222000.0,5841870.0,27243.0,39164.0,4.0,5.2,0.0,0.0,0.889952,1.73037,2.0,2.0,1.0,5189940.0,5189940.0,1.0,1.0,18724.0,1
18724,A1567,A747,63338.0,D279,Ladakh,withdrawal,9.0,3.0,7583870.0,9663730.0,34836.0,30122.0,4.22222,4.33333,0.0,0.0,1.58498,0.707846,2.0,2.0,1.0,63338.0,63338.0,1.0,1.0,18724.0,0
18725,A1873,A98,7322073.0,D244,Dubai,transfer,4.0,5.0,8258980.0,5841870.0,39131.0,39164.0,3.75,5.2,0.0,0.0,0.490103,1.73037,2.0,2.0,1.0,7322070.0,7322070.0,1.0,1.0,18725.0,1
18728,A948,A2410,6000.0,D105,Ladakh,withdrawal,5.0,3.0,30236.0,87662.0,39865.0,32552.0,3.4,2.33333,0.0,0.0,0.244047,0.606751,2.0,2.0,1.0,6000.0,6000.0,1.0,1.0,18728.0,0
18738,A1548,A2497,16850.0,D142,Mumbai,transfer,14.0,4.0,48860.0,4858880.0,28017.0,38825.0,3.64286,3.75,0.0,0.0,2.21827,0.990186,4.0,2.0,1.0,16850.0,16850.0,1.0,1.0,18738.0,0
18739,A654,A710,18798.0,D106,Pakistan,transfer,17.0,5.0,10611000.0,90124.0,39961.0,38236.0,5.23529,3.0,0.0,0.0,0.499376,0.826286,4.0,2.0,1.0,18798.0,18798.0,1.0,1.0,18739.0,0
18740,A516,A596,48786.0,D154,Pakistan,withdrawal,8.0,2.0,6501950.0,4826140.0,37816.0,33770.0,3.125,1.5,0.0,0.0,0.507911,0.711604,2.0,2.0,1.0,48786.0,48786.0,1.0,1.0,18740.0,0
18745,A222,A1293,37976.0,D287,London,withdrawal,4.0,3.0,151788.0,2576380.0,33509.0,35155.0,6.0,3.33333,0.0,0.0,1.92243,1.42571,2.0,2.0,1.0,37976.0,37976.0,1.0,1.0,18745.0,0
18754,A1823,A683,88483.0,D2,Singapore,payment,4.0,4.0,265735.0,141176.0,30319.0,37268.0,6.25,4.5,0.0,0.0,0.904033,0.694294,2.0,2.0,1.0,88483.0,88483.0,1.0,1.0,18754.0,0
