sender,receiver,count,total,avg,velocity,unique_devices,last_tx
A1603,A2099,1,393222,393222,1,1,6552
A1603,A1108,1,1419,1419,1,1,26231
A1603,A2361,1,7.90888e+006,7.90888e+006,1,1,6554
A1603,A1880,1,3.40028e+006,3.40028e+006,1,1,6553
A1603,A2290,1,1052,1052,1,1,26233
A1603,A1496,1,95099,95099,1,1,21185
A1603,A2135,1,95704,95704,1,1,23444
A1603,A521,1,1111,1111,1,1,26232
A1603,A2482,1,549,549,1,1,26237
A1603,A796,1,5.23777e+006,5.23777e+006,1,1,6551
A1603,A999,1,801,801,1,1,26234
A1193,A20,1,1455,1455,1,1,22785
A1193,A1511,1,1781,1781,1,1,4524
A883,A309,1,27742,27742,1,1,30856
A883,A1078,1,27644,27644,1,1,29369
A883,A275,1,8.70368e+006,8.70368e+006,1,1,28886
A883,A1540,1,27644,27644,1,1,30100
A883,A1297,1,27693,27693,1,1,21122
A883,A1003,1,1.54344e+006,1.54344e+006,1,1,28885
A883,A2461,1,2.90831e+006,2.90831e+006,1,1,28883
A883,A2453,1,27765,27765,1,1,20312
A883,A1851,1,8.02202e+006,8.02202e+006,1,1,28884
A2120,A1487,1,11609,11609,1,1,37199
A2120,A2252,1,7.57478e+006,7.57478e+006,1,1,87
A2120,A286,1,11331,11331,1,1,4186
A2120,A2495,1,11186,11186,1,1,13425
A2120,A1483,1,11479,11479,1,1,28168
A1321,A1343,1,99103,99103,1,1,14175
A2307,A1462,1,10384,10384,1,1,27551
A2307,A410,1,9953,9953,1,1,148
A2307,A287,1,9986,9986,1,1,4414
A2307,A504,1,10036,10036,1,1,9467
A2307,A2356,1,10030,10030,1,1,7784
A303,A220,1,8.02378e+006,8.02378e+006,1,1,26480
A303,A2146,1,1.0623e+006,1.0623e+006,1,1,26481
A303,A1429,1,7.16551e+006,7.16551e+006,1,1,26478
A303,A1029,1,78945,78945,1,1,14810
A303,A1968,1,8.55018e+006,8.55018e+006,1,1,26479
A303,A1840,1,78429,78429,1,1,1402
A303,A1954,1,79083,79083,1,1,5438
A303,A1454,1,7.53131e+006,7.53131e+006,1,1,6408
A303,A82,1,78556,78556,1,1,7901
A1526,A218,1,1.55249e+006,1.55249e+006,1,1,34158
A1526,A2080,1,4739,4739,1,1,17574
A1526,A1101,1,339551,339551,1,1,1883
A1526,A2456,1,5157,5157,1,1,10551
A1526,A922,1,5052,5052,1,1,15916
A1526,A582,1,5409,5409,1,1,6285
A1653,A712,1,5000,5000,1,1,11896
A1653,A1758,1,18471,18471,1,1,1987
A1653,A2348,1,6.91799e+006,6.91799e+006,1,1,2067
A1653,A1454,1,18640,18640,1,1,39441
A1653,A719,1,18325,18325,1,1,35473
A432,A1013,1,865,865,1,1,38238
A432,A566,1,97972,97972,1,1,28776
A1188,A1050,1,88094,88094,1,1,37958
A1188,A1693,1,87950,87950,1,1,37956
A1188,A2350,1,87858,87858,1,1,3536
A1188,A1013,1,88153,88153,1,1,10117
A1188,A1422,1,1000,1000,1,1,37651
A1188,A2149,1,88144,88144,1,1,11514
A1188,A1780,1,6.38068e+006,6.38068e+006,1,1,31275
A2011,A630,1,7501,7501,1,1,1817
A2011,A809,1,7241,7241,1,1,27908
A2011,A1189,1,5000,5000,1,1,39384
A2011,A1031,1,1000,1000,1,1,33612
A2011,A1544,1,7925,7925,1,1,33584
A1429,A1835,1,9.89381e+006,9.89381e+006,1,1,39308
A1429,A2476,1,33517,33517,1,1,27399
A1429,A1881,1,33450,33450,1,1,1928
A1429,A340,1,8.11068e+006,8.11068e+006,1,1,15432
A1429,A2088,1,33852,33852,1,1,12267
A1429,A1579,1,33583,33583,1,1,19987
A1522,A444,1,89054,89054,1,1,579
A1522,A96,1,88685,88685,1,1,30519
A1522,A1284,1,2.28623e+006,2.28623e+006,1,1,20211
A1522,A1706,1,89036,89036,1,1,28640
A1522,A839,1,88750,88750,1,1,8827
A1522,A1434,1,1000,1000,1,1,25370
A1858,A189,1,22183,22183,1,1,35851
A1858,A1495,1,21858,21858,1,1,28
A1858,A636,1,21805,21805,1,1,31695
A1858,A1379,1,4.12156e+006,4.12156e+006,1,1,15177
A1858,A1064,1,8.86934e+006,8.86934e+006,1,1,31823
A1822,A1027,1,4.0191e+006,4.0191e+006,1,1,15009
A1822,A762,1,47690,47690,1,1,4514
A1822,A1307,1,5.56902e+006,5.56902e+006,1,1,15010
A1822,A1411,1,8.27104e+006,8.27104e+006,1,1,15011
A1822,A1744,1,2.45986e+006,2.45986e+006,1,1,13321
A1822,A543,1,1.4647e+006,1.4647e+006,1,1,1344
A1822,A394,1,47659,47659,1,1,17119
A1822,A86,1,9.13917e+006,9.13917e+006,1,1,15012
A1822,A1870,1,47874,47874,1,1,33942
A1822,A1147,1,47865,47865,1,1,37139
A1822,A1935,1,47729,47729,1,1,35253
A1063,A2483,1,53540,53540,1,1,6440
A1063,A754,1,53573,53573,1,1,5580
A1063,A1715,1,52969,52969,1,1,1947
A1730,A716,1,8890,8890,1,1,16617
A1730,A2443,1,8820,8820,1,1,58
A1730,A542,1,8.01458e+006,8.01458e+006,1,1,1559
A1730,A1040,1,8381,8381,1,1,39580
A1730,A982,1,8884,8884,1,1,2618
A1730,A138,1,1.12314e+006,1.12314e+006,1,1,8520
A1746,A1829,1,3697,3697,1,1,31823
A1746,A1055,1,3585,3585,1,1,18331
A783,A58,1,823920,823920,1,1,30182
A783,A97,1,41026,41026,1,1,8429
A783,A544,1,41161,41161,1,1,6789
A871,A2257,1,65211,65211,1,1,39736
A871,A530,1,7.64099e+006,7.64099e+006,1,1,4281
A871,A1217,1,65353,65353,1,1,14002
A871,A1398,1,65246,65246,1,1,30990
A871,A2422,1,65117,65117,1,1,26414
A1680,A1483,1,11117,11117,1,1,6368
A500,A2145,1,49662,49662,1,1,22283
A500,A1615,1,49164,49164,1,1,3984
A500,A2424,1,8.78668e+006,8.78668e+006,1,1,9985
A500,A2010,1,3.98664e+006,3.98664e+006,1,1,33171
A500,A2358,1,1000,1000,1,1,12240
A500,A1066,1,6.01222e+006,6.01222e+006,1,1,19395
A1209,A109,1,15530,15530,1,1,33140
A1209,A24,1,5.58212e+006,5.58212e+006,1,1,25819
A1209,A119,1,9.29601e+006,9.29601e+006,1,1,25818
A1209,A1133,1,966,966,1,1,4638
A1209,A2240,1,1818,1818,1,1,4637
A1209,A1207,1,1527,1527,1,1,4636
A1209,A1746,1,1423,1423,1,1,4630
A1209,A2392,1,584,584,1,1,4628
A1209,A1370,1,1.84784e+006,1.84784e+006,1,1,25817
A1209,A2126,1,1220,1220,1,1,4627
A1209,A1297,1,7.80336e+006,7.80336e+006,1,1,25816
A1209,A2038,1,1149,1149,1,1,4632
A1209,A2099,1,1772,1772,1,1,4629
A1209,A1388,1,15509,15509,1,1,567
A1209,A1772,1,1337,1337,1,1,4631
A1209,A1567,1,550,550,1,1,4633
A1209,A1810,1,978,978,1,1,4634
A1209,A311,1,1235,1235,1,1,4635
A674,A1000,1,68040,68040,1,1,1428
A771,A2276,1,51028,51028,1,1,3176
A771,A235,1,50953,50953,1,1,35325
A771,A1654,1,939,939,1,1,27092
A771,A476,1,51074,51074,1,1,4968
A771,A842,1,50801,50801,1,1,25554
A771,A592,1,50856,50856,1,1,26890
A825,A1510,1,21359,21359,1,1,37910
A825,A2243,1,21518,21518,1,1,36974
A1011,A993,1,53422,53422,1,1,4863
A1011,A1752,1,53528,53528,1,1,2964
A83,A1081,1,1009,1009,1,1,26624
A83,A261,1,1.41538e+006,1.41538e+006,1,1,27946
A83,A1202,1,1684,1684,1,1,24289
A83,A1306,1,1500,1500,1,1,1806
A83,A1054,1,2058,2058,1,1,24432
A83,A61,1,1000,1000,1,1,6548
A83,A694,1,1805,1805,1,1,6785
A83,A804,1,1706,1706,1,1,9374
A236,A1516,1,1055,1055,1,1,40075
A236,A777,1,723,723,1,1,38263
A236,A1233,1,1104,1104,1,1,38262
A236,A82,1,1897,1897,1,1,38261
A236,A437,1,955,955,1,1,38264
A236,A2190,1,928,928,1,1,38260
A236,A1494,1,768,768,1,1,11248
A236,A1619,1,929,929,1,1,38256
A236,A1458,1,1438,1438,1,1,5189
A236,A1464,1,1414,1414,1,1,14181
A236,A212,1,1472,1472,1,1,36688
A236,A1411,1,1213,1213,1,1,11167
A236,A1864,1,533,533,1,1,38258
A236,A292,1,1575,1575,1,1,38257
A236,A1424,1,1275,1275,1,1,7697
A236,A2320,1,1600,1600,1,1,38259
A590,A2494,1,89889,89889,1,1,1879
A590,A1959,1,90108,90108,1,1,12969
A590,A749,1,89860,89860,1,1,4366
A590,A1670,1,90096,90096,1,1,31621
A590,A2136,1,89819,89819,1,1,23274
A1799,A2250,1,54735,54735,1,1,35414
A1799,A2259,1,54768,54768,1,1,34897
A1799,A1941,1,5.7265e+006,5.7265e+006,1,1,4171
A1799,A1036,1,8.16684e+006,8.16684e+006,1,1,8819
A1799,A2291,1,55064,55064,1,1,26903
A1799,A433,1,55129,55129,1,1,32760
A1229,A1080,1,3691,3691,1,1,13817
A1229,A1832,1,3549,3549,1,1,13276
A1229,A1569,1,3445,3445,1,1,12685
A1229,A1658,1,1176,1176,1,1,6088
A1012,A1467,1,1007,1007,1,1,34672
A1012,A423,1,928293,928293,1,1,25208
A1012,A2377,1,43678,43678,1,1,22516
A1012,A1494,1,43497,43497,1,1,15369
A1012,A2144,1,1015,1015,1,1,13664
A1012,A1187,1,1109,1109,1,1,13670
A1012,A392,1,1170,1170,1,1,13665
A1012,A2154,1,44194,44194,1,1,4720
A1012,A2471,1,1581,1581,1,1,13666
A1012,A2152,1,853,853,1,1,13663
A1012,A2456,1,673,673,1,1,13667
A1012,A121,1,509,509,1,1,13669
A1012,A517,1,1324,1324,1,1,13668
A1012,A1911,1,1316,1316,1,1,13671
A2262,A1736,1,23046,23046,1,1,30880
A2262,A1131,1,22803,22803,1,1,37250
A2262,A866,1,22767,22767,1,1,18120
A2262,A1201,1,1000,1000,1,1,17
A2262,A2104,1,22942,22942,1,1,36730
A2262,A488,1,22764,22764,1,1,5317
A2262,A1150,1,23139,23139,1,1,14338
A2262,A607,1,458540,458540,1,1,14944
A2386,A263,1,20110,20110,1,1,24339
A2386,A789,1,5000,5000,1,1,14246
A2386,A2264,1,19806,19806,1,1,184
A1231,A1593,1,41481,41481,1,1,35559
A1231,A2096,1,820760,820760,1,1,28580
A1231,A2078,1,41211,41211,1,1,225
A1223,A1221,1,80408,80408,1,1,14651
A1223,A443,1,8.08233e+006,8.08233e+006,1,1,1931
A391,A1646,1,7.1206e+006,7.1206e+006,1,1,14627
A391,A286,1,87093,87093,1,1,11063
A391,A757,1,2.35918e+006,2.35918e+006,1,1,1157
A391,A2164,1,1000,1000,1,1,1303
A391,A1773,1,86943,86943,1,1,2051
A391,A1945,1,86830,86830,1,1,29972
A391,A2439,1,87197,87197,1,1,2806
A464,A1611,1,5000,5000,1,1,12984
A18,A1386,1,1000,1000,1,1,31671
A18,A481,1,16299,16299,1,1,27874
A18,A1081,1,1000,1000,1,1,18436
A2195,A1495,1,25534,25534,1,1,31876
A2195,A759,1,25560,25560,1,1,385
A2195,A410,1,3.59177e+006,3.59177e+006,1,1,3787
A2195,A1444,1,25508,25508,1,1,17900
A2195,A1617,1,25575,25575,1,1,25361
A2255,A1493,1,7298,7298,1,1,25194
A2255,A1487,1,6.38563e+006,6.38563e+006,1,1,2994
A2255,A402,1,7228,7228,1,1,106
A47,A585,1,81520,81520,1,1,39119
A47,A577,1,4.44963e+006,4.44963e+006,1,1,1788
A47,A1350,1,81735,81735,1,1,13694
A47,A1778,1,81712,81712,1,1,17429
A47,A22,1,1.26234e+006,1.26234e+006,1,1,29170
A2046,A2423,1,25446,25446,1,1,21997
A2046,A154,1,25163,25163,1,1,21429
A2046,A605,1,5.30854e+006,5.30854e+006,1,1,5601
A789,A2209,1,50290,50290,1,1,16334
A789,A2270,1,1516,1516,1,1,15832
A789,A934,1,50433,50433,1,1,14638
A789,A1768,1,50057,50057,1,1,10216
A619,A1974,1,6.81558e+006,6.81558e+006,1,1,26698
A619,A2354,1,8276,8276,1,1,4193
A627,A1190,1,21537,21537,1,1,13718
A627,A1532,1,21485,21485,1,1,75
A1617,A1153,1,1827,1827,1,1,33489
A1617,A1914,1,37097,37097,1,1,20554
A181,A502,1,44026,44026,1,1,38677
A181,A15,1,44656,44656,1,1,175
A181,A1752,1,884380,884380,1,1,9414
A181,A2307,1,44243,44243,1,1,8362
A181,A2361,1,44053,44053,1,1,29704
A1077,A1338,1,81902,81902,1,1,37749
A1077,A938,1,81968,81968,1,1,37738
A1077,A359,1,81849,81849,1,1,36736
A1077,A162,1,81702,81702,1,1,26501
A1077,A175,1,81765,81765,1,1,5545
A1077,A2309,1,82130,82130,1,1,6672
A1077,A2126,1,6.48079e+006,6.48079e+006,1,1,9964
A1077,A380,1,81786,81786,1,1,14548
A2214,A190,1,65309,65309,1,1,37737
A2214,A1929,1,3.96717e+006,3.96717e+006,1,1,37540
A2214,A198,1,65363,65363,1,1,23302
A2214,A2237,1,65298,65298,1,1,20205
A84,A1385,1,4.04512e+006,4.04512e+006,1,1,21552
A84,A1924,1,9.86492e+006,9.86492e+006,1,1,3775
A84,A625,1,31641,31641,1,1,303
A2436,A640,1,2.86581e+006,2.86581e+006,1,1,30070
A2436,A1396,1,745,745,1,1,9109
A2436,A2429,1,778,778,1,1,9107
A2436,A2025,1,1633,1633,1,1,9108
A2436,A1299,1,1003,1003,1,1,9110
A2436,A2200,1,1371,1371,1,1,9111
A2436,A2060,1,81415,81415,1,1,11279
A2436,A163,1,81675,81675,1,1,143
A2436,A696,1,81655,81655,1,1,23864
A2436,A160,1,718,718,1,1,9112
A2436,A1692,1,1000,1000,1,1,20127
A1451,A91,1,15135,15135,1,1,36258
A1451,A898,1,14397,14397,1,1,26191
A1451,A569,1,15232,15232,1,1,24096
A390,A1570,1,56382,56382,1,1,36207
A390,A319,1,1.12872e+006,1.12872e+006,1,1,25770
A390,A1281,1,56354,56354,1,1,673
A390,A178,1,56187,56187,1,1,11912
A390,A188,1,56439,56439,1,1,2025
A390,A1701,1,1416,1416,1,1,5839
A2090,A2303,1,1000,1000,1,1,36383
A2090,A864,1,1054,1054,1,1,36905
A2090,A892,1,9.11518e+006,9.11518e+006,1,1,33451
A2090,A389,1,719,719,1,1,24558
A987,A853,1,10901,10901,1,1,37233
A987,A2324,1,10687,10687,1,1,80
A987,A2039,1,1000,1000,1,1,517
A987,A882,1,1000,1000,1,1,1069
A987,A1038,1,10558,10558,1,1,22733
A2072,A2237,1,26778,26778,1,1,13104
A2072,A1826,1,1000,1000,1,1,30640
A2072,A643,1,27063,27063,1,1,11901
A1211,A1403,1,30159,30159,1,1,36824
A1211,A1583,1,1187,1187,1,1,10758
A1211,A2095,1,30548,30548,1,1,16087
A1211,A761,1,30344,30344,1,1,20200
A1211,A2378,1,30322,30322,1,1,21117
A1171,A1316,1,33894,33894,1,1,38793
A1171,A1512,1,34415,34415,1,1,25504
A1171,A480,1,1.19692e+006,1.19692e+006,1,1,11746
A2359,A663,1,89342,89342,1,1,36391
A2359,A1995,1,89394,89394,1,1,14209
A2359,A813,1,1.27511e+006,1.27511e+006,1,1,318
A1795,A2249,1,17038,17038,1,1,30267
A1795,A1953,1,17088,17088,1,1,29415
A1795,A709,1,17081,17081,1,1,24790
A1795,A143,1,17017,17017,1,1,948
A786,A460,1,6.16106e+006,6.16106e+006,1,1,35167
A786,A155,1,87795,87795,1,1,16953
A786,A1373,1,87638,87638,1,1,8597
A786,A1723,1,87526,87526,1,1,230
A665,A736,1,74887,74887,1,1,34454
A665,A1731,1,74806,74806,1,1,19515
A665,A618,1,75399,75399,1,1,11201
A1486,A188,1,598,598,1,1,5476
A1486,A769,1,1629,1629,1,1,5472
A1486,A133,1,992,992,1,1,5473
A1486,A2083,1,1000,1000,1,1,830
A1486,A1156,1,833,833,1,1,5469
A1486,A437,1,633,633,1,1,5470
A1486,A989,1,79762,79762,1,1,7542
A1486,A184,1,1654,1654,1,1,5475
A1486,A349,1,1667,1667,1,1,5474
A1486,A2446,1,522,522,1,1,5471
A896,A2358,1,8.94535e+006,8.94535e+006,1,1,11537
A896,A178,1,1994,1994,1,1,14
A896,A1471,1,1204,1204,1,1,13
A896,A2091,1,31188,31188,1,1,22793
A896,A380,1,1278,1278,1,1,12
A896,A882,1,1189,1189,1,1,11
A896,A1840,1,1706,1706,1,1,8
A896,A2233,1,1359,1359,1,1,7
A896,A27,1,826,826,1,1,9
A896,A1394,1,1069,1069,1,1,10
A1096,A2052,1,89417,89417,1,1,29809
A1096,A2108,1,89878,89878,1,1,1511
A1096,A913,1,6.22645e+006,6.22645e+006,1,1,25968
A1096,A217,1,89245,89245,1,1,5115
A1096,A2037,1,7.6309e+006,7.6309e+006,1,1,24698
A140,A548,1,98071,98071,1,1,37728
A140,A951,1,97596,97596,1,1,36370
A140,A736,1,1.99328e+006,1.99328e+006,1,1,5034
A140,A838,1,97880,97880,1,1,19707
A140,A43,1,97911,97911,1,1,33949
A140,A2233,1,97566,97566,1,1,28495
A602,A1354,1,9.48493e+006,9.48493e+006,1,1,9672
A602,A2477,1,30883,30883,1,1,27508
A602,A204,1,31091,31091,1,1,6337
A1240,A1509,1,3.24662e+006,3.24662e+006,1,1,21189
A1240,A886,1,69592,69592,1,1,3078
A1991,A339,1,56706,56706,1,1,5242
A936,A531,1,83085,83085,1,1,39857
A936,A2183,1,82792,82792,1,1,25736
A936,A1735,1,82592,82592,1,1,23435
A936,A1492,1,82553,82553,1,1,17181
A1558,A1560,1,1.44466e+006,1.44466e+006,1,1,18098
A1558,A507,1,71985,71985,1,1,2004
A1558,A625,1,4.58361e+006,4.58361e+006,1,1,29743
A1558,A1080,1,72386,72386,1,1,11236
A1558,A1440,1,72308,72308,1,1,4411
A1558,A2392,1,3.93798e+006,3.93798e+006,1,1,6472
A915,A1429,1,96625,96625,1,1,39133
A915,A1970,1,96296,96296,1,1,35792
A915,A2416,1,96525,96525,1,1,2244
A915,A392,1,96621,96621,1,1,32424
A915,A1896,1,51324,51324,1,1,8185
A915,A1150,1,96829,96829,1,1,21742
A1043,A1564,1,1000,1000,1,1,19548
A1043,A230,1,40561,40561,1,1,22882
A1043,A278,1,40932,40932,1,1,3047
A752,A1045,1,81148,81148,1,1,32686
A752,A2415,1,8.54598e+006,8.54598e+006,1,1,6411
A752,A1787,1,75316,75316,1,1,9627
A752,A781,1,75533,75533,1,1,11574
A752,A2067,1,75258,75258,1,1,32196
A1960,A1988,1,92719,92719,1,1,35441
A1960,A1354,1,6.54761e+006,6.54761e+006,1,1,31588
A1960,A2431,1,92811,92811,1,1,8447
A1960,A2377,1,92494,92494,1,1,3471
A1661,A1316,1,49055,49055,1,1,28411
A1661,A841,1,48433,48433,1,1,14763
A1661,A758,1,49239,49239,1,1,3453
A1661,A1752,1,8.64507e+006,8.64507e+006,1,1,1155
A86,A1123,1,52672,52672,1,1,35068
A86,A777,1,52264,52264,1,1,34773
A86,A1539,1,5.05215e+006,5.05215e+006,1,1,20841
A86,A1206,1,52374,52374,1,1,21702
A86,A1150,1,6.73182e+006,6.73182e+006,1,1,28223
A86,A1634,1,4.35717e+006,4.35717e+006,1,1,29128
A448,A1555,1,5.01296e+006,5.01296e+006,1,1,34282
A448,A1019,1,25693,25693,1,1,104
A1129,A334,1,51547,51547,1,1,32378
A1129,A1033,1,51704,51704,1,1,27195
A1129,A1991,1,51661,51661,1,1,18066
A1129,A1954,1,51482,51482,1,1,9228
A2020,A1935,1,8730,8730,1,1,39939
A2020,A461,1,9019,9019,1,1,3976
A2020,A598,1,8764,8764,1,1,1368
A103,A1520,1,1623,1623,1,1,27460
A103,A1127,1,32572,32572,1,1,0
A103,A455,1,1666,1666,1,1,12450
A103,A1670,1,729,729,1,1,12449
A103,A2242,1,640,640,1,1,12451
A103,A1296,1,1953,1953,1,1,12448
A103,A26,1,1431,1431,1,1,12452
A103,A1255,1,1001,1001,1,1,12453
A103,A753,1,1238,1238,1,1,12456
A103,A1544,1,32879,32879,1,1,33833
A103,A221,1,796,796,1,1,12454
A103,A1236,1,1100,1100,1,1,12455
A258,A101,1,48617,48617,1,1,11342
A258,A632,1,6.1401e+006,6.1401e+006,1,1,13945
A258,A1314,1,48572,48572,1,1,16720
A258,A1491,1,8.34241e+006,8.34241e+006,1,1,20129
A258,A439,1,2.56965e+006,2.56965e+006,1,1,17002
A1393,A533,1,67949,67949,1,1,18649
A1393,A480,1,67981,67981,1,1,2411
A1393,A154,1,68244,68244,1,1,9520
A1393,A330,1,68008,68008,1,1,3307
A1393,A2307,1,67822,67822,1,1,14309
A93,A176,1,1.39266e+006,1.39266e+006,1,1,14922
A93,A2347,1,82739,82739,1,1,12224
A2269,A2406,1,55845,55845,1,1,25410
A2269,A905,1,55513,55513,1,1,14497
A1956,A1602,1,73669,73669,1,1,30454
A1956,A1638,1,73318,73318,1,1,13656
A1956,A1326,1,4.16164e+006,4.16164e+006,1,1,1158
A1580,A1719,1,55875,55875,1,1,8111
A1580,A1873,1,55672,55672,1,1,21512
A1580,A372,1,8.61138e+006,8.61138e+006,1,1,6806
A1580,A1402,1,8.45188e+006,8.45188e+006,1,1,6805
A1580,A1803,1,1000,1000,1,1,23364
A1580,A1074,1,56068,56068,1,1,19241
A1580,A1959,1,55661,55661,1,1,2036
A1580,A1944,1,55543,55543,1,1,6702
A1580,A638,1,9.02538e+006,9.02538e+006,1,1,6803
A1580,A1778,1,5.82048e+006,5.82048e+006,1,1,6804
A321,A687,1,40536,40536,1,1,34409
A321,A1190,1,6.02458e+006,6.02458e+006,1,1,20080
A321,A1784,1,1000,1000,1,1,1846
A698,A1558,1,812061,812061,1,1,28911
A698,A1746,1,85078,85078,1,1,18590
A698,A765,1,85227,85227,1,1,9809
A698,A1410,1,84697,84697,1,1,7143
A709,A852,1,14430,14430,1,1,39338
A709,A370,1,14313,14313,1,1,38100
A709,A313,1,14487,14487,1,1,11780
A709,A2226,1,14428,14428,1,1,10052
A2368,A485,1,26223,26223,1,1,39459
A2368,A2432,1,26009,26009,1,1,16342
A2368,A1832,1,25852,25852,1,1,3166
A1195,A657,1,3.44423e+006,3.44423e+006,1,1,18374
A323,A1384,1,41605,41605,1,1,6982
A323,A1622,1,41370,41370,1,1,769
A323,A2262,1,1000,1000,1,1,16
A642,A2494,1,34102,34102,1,1,32952
A642,A1801,1,33716,33716,1,1,10326
A1350,A2101,1,34180,34180,1,1,18998
A1350,A1804,1,1000,1000,1,1,1380
A305,A655,1,1000,1000,1,1,39969
A305,A1454,1,1233,1233,1,1,27613
A305,A1645,1,6.34187e+006,6.34187e+006,1,1,18796
A305,A1616,1,997,997,1,1,19233
A305,A280,1,479551,479551,1,1,35133
A305,A199,1,1529,1529,1,1,1280
A305,A766,1,1698,1698,1,1,30341
A305,A1672,1,127757,127757,1,1,35131
A305,A449,1,8.00397e+006,8.00397e+006,1,1,35132
A305,A445,1,1335,1335,1,1,39351
A305,A229,1,6.5494e+006,6.5494e+006,1,1,35134
A1758,A2130,1,1.6398e+006,1.6398e+006,1,1,15566
A1758,A957,1,81926,81926,1,1,12749
A1758,A1104,1,81818,81818,1,1,34196
A1758,A2298,1,81763,81763,1,1,699
A76,A613,1,9.84865e+006,9.84865e+006,1,1,29672
A76,A1310,1,1.386e+006,1.386e+006,1,1,25973
A76,A1748,1,66233,66233,1,1,28256
A76,A1249,1,66060,66060,1,1,11701
A477,A601,1,1490,1490,1,1,38730
A477,A1190,1,893,893,1,1,7817
A477,A678,1,1107,1107,1,1,36572
A477,A1828,1,8.40592e+006,8.40592e+006,1,1,16052
A477,A1672,1,1184,1184,1,1,28738
A477,A1268,1,1000,1000,1,1,28385
A477,A1082,1,1047,1047,1,1,28278
A477,A1208,1,1377,1377,1,1,26775
A477,A1561,1,897,897,1,1,28122
A2474,A414,1,9689,9689,1,1,35008
A2474,A29,1,9273,9273,1,1,28215
A2474,A594,1,9487,9487,1,1,12995
A2474,A885,1,9213,9213,1,1,11127
A1364,A2418,1,4.16375e+006,4.16375e+006,1,1,27969
A1364,A1756,1,1000,1000,1,1,18687
A1364,A1242,1,2258,2258,1,1,1249
A696,A647,1,37855,37855,1,1,23225
A696,A230,1,1000,1000,1,1,12420
A696,A801,1,1000,1000,1,1,31828
A696,A348,1,38106,38106,1,1,239
A2487,A1877,1,29242,29242,1,1,33135
A2487,A420,1,29070,29070,1,1,23068
A2487,A1046,1,29127,29127,1,1,20271
A1695,A349,1,14455,14455,1,1,25008
A1695,A69,1,13964,13964,1,1,20158
A1695,A622,1,2.52372e+006,2.52372e+006,1,1,7288
A1695,A380,1,1081,1081,1,1,19436
A1695,A2118,1,13885,13885,1,1,10502
A1695,A2125,1,14290,14290,1,1,14402
A1186,A1357,1,1376,1376,1,1,26999
A1186,A631,1,1468,1468,1,1,27001
A1186,A2473,1,935,935,1,1,27000
A1186,A2018,1,1028,1028,1,1,26997
A1186,A521,1,545,545,1,1,26996
A1186,A2269,1,64476,64476,1,1,3580
A1186,A681,1,64826,64826,1,1,23517
A1186,A1126,1,1265,1265,1,1,26998
A1186,A1619,1,64402,64402,1,1,24022
A1186,A2318,1,1647,1647,1,1,26663
A1306,A441,1,54237,54237,1,1,5788
A1306,A1696,1,54392,54392,1,1,2937
A1306,A1984,1,6.439e+006,6.439e+006,1,1,30720
A1306,A1070,1,1500,1500,1,1,1807
A44,A1407,1,89222,89222,1,1,38218
A44,A1728,1,89118,89118,1,1,17254
A44,A1737,1,89299,89299,1,1,5139
A44,A979,1,2.78249e+006,2.78249e+006,1,1,2253
A44,A803,1,89011,89011,1,1,6719
A44,A2448,1,89178,89178,1,1,8440
A1335,A1336,1,8.77797e+006,8.77797e+006,1,1,27909
A1335,A2180,1,54131,54131,1,1,24892
A1335,A38,1,54152,54152,1,1,24454
A1614,A1760,1,57001,57001,1,1,37860
A1614,A1514,1,7.28648e+006,7.28648e+006,1,1,14693
A2004,A2073,1,78311,78311,1,1,22285
A2004,A937,1,77946,77946,1,1,15932
A2004,A887,1,77980,77980,1,1,3427
A2465,A2189,1,29419,29419,1,1,38551
A2465,A1108,1,29658,29658,1,1,32545
A2465,A2316,1,29570,29570,1,1,9264
A2465,A2420,1,29157,29157,1,1,4977
A780,A1328,1,77127,77127,1,1,18351
A780,A1828,1,77330,77330,1,1,16537
A780,A935,1,77557,77557,1,1,8100
A1817,A952,1,33404,33404,1,1,33763
A1817,A1156,1,32948,32948,1,1,21136
A1817,A1646,1,1.23307e+006,1.23307e+006,1,1,648
A2499,A2205,1,85104,85104,1,1,36268
A2499,A800,1,7.99734e+006,7.99734e+006,1,1,34251
A2499,A907,1,85531,85531,1,1,588
A2499,A2298,1,85463,85463,1,1,15765
A2499,A2016,1,85355,85355,1,1,22836
A2499,A59,1,84960,84960,1,1,30510
A989,A35,1,76517,76517,1,1,33154
A989,A1562,1,76514,76514,1,1,27809
A139,A1018,1,8.12931e+006,8.12931e+006,1,1,32804
A139,A1175,1,5.42884e+006,5.42884e+006,1,1,25940
A139,A1108,1,33634,33634,1,1,6286
A139,A2095,1,33536,33536,1,1,5790
A955,A1971,1,1013,1013,1,1,36378
A955,A324,1,59679,59679,1,1,35865
A955,A2100,1,4.98359e+006,4.98359e+006,1,1,28067
A955,A1914,1,59662,59662,1,1,22103
A440,A2285,1,951,951,1,1,40059
A440,A771,1,1286,1286,1,1,40057
A440,A2040,1,1000,1000,1,1,21635
A440,A1976,1,1630,1630,1,1,40055
A440,A1499,1,1028,1028,1,1,40056
A440,A1064,1,9235,9235,1,1,33344
A440,A2150,1,691,691,1,1,40052
A440,A2496,1,1866,1866,1,1,40051
A440,A2073,1,1741,1741,1,1,40053
A440,A283,1,1147,1147,1,1,40058
