node,degree,total_amount,latest_tx,avgNbrDeg,clustering,pagerank,risk,label
A231,3,7.85722e+006,35212,3,0,0.534449,2,0
A926,3,4.80987e+006,35929,3,0,0.702997,2,0
A1349,4,1.11677e+006,30777,6.25,0,0.312786,2,0
A2485,5,1.45199e+007,36952,3,0,0.860184,2,0
A453,8,158384,12724,4,0,0.955696,2,0
A1083,3,63110,31447,3.66667,0,0.535908,2,0
A1427,5,9.3356e+006,35745,3.6,0,0.947813,2,0
A2298,5,168648,38802,3.2,0,1.65912,2,0
A1845,2,44600,14104,3,0,0.752385,2,0
A1316,2,44390,37394,9,0,2.42186,4,0
A2393,6,1.37433e+007,34004,3.83333,0,0.533825,2,0
A1781,6,73403,39136,7,0,1.13696,2,0
A1404,6,3.69106e+006,21634,5.5,0,1.72778,2,0
A943,3,7.2495e+006,21927,5,0,0.540677,2,0
A1319,3,208664,38794,6.66667,0,1.1382,2,0
A1732,5,249004,28991,4.4,0,0.828006,2,0
A1125,6,111399,33652,2.5,0,3.68102,4,0
A1714,6,3.24853e+006,31806,2,0,0.28896,2,0
A2268,2,144055,33090,4,0,1.38775,2,0
A1463,3,98839,39925,4.33333,0,1.28119,2,0
A441,1,59933,15852,7,0,0.971247,2,0
A704,6,3.77552e+006,34632,6.16667,0,2.05304,4,0
A911,12,6.61363e+006,32595,4.5,0,0.450991,2,0
A736,1,32505,11866,2,0,3.09547,6,1
A587,8,2.44455e+007,37456,4,0,1.0122,4,0
A22,4,103711,39890,5,0,0.478951,2,0
A2469,7,1.18224e+007,28166,6,0,0.25692,2,0
A1079,3,71116,32899,7.33333,0,3.38595,4,0
A1344,2,7.70012e+006,26697,3,0,0.454439,2,0
A291,6,6.70937e+006,37805,2.66667,0,1.28011,2,0
A739,4,258119,21120,3.75,0,2.69283,4,0
A1787,0,0,0,0,0,1.10888,2,0
A1392,4,6.12692e+006,37663,3.25,0,1.45753,2,0
A2186,2,84021,9765,6,0,1.20072,2,0
A160,4,1.66628e+007,35164,3,0,1.01321,2,0
A348,4,4.88983e+006,23116,4,0,0.808359,2,0
A2095,4,5.57932e+006,34423,2.75,0,0.898915,2,0
A791,5,116403,39987,4.4,0,0.722028,2,0
A1791,2,1.61299e+006,28686,6,0,1.28184,2,0
A1593,5,1.71263e+006,37607,3.8,0,1.19623,2,0
A1888,4,1.29492e+007,36705,2.75,0,1.69769,2,0
A560,4,9.82925e+006,20555,3.5,0,0.952062,2,0
A1790,1,70052,26802,1,0,1.61363,2,0
A1354,6,340872,37008,4,0,1.74924,2,0
A1898,2,766573,24853,3.5,0,0.714343,2,0
A1905,5,46145,39784,5.6,0,0.340353,2,0
A190,3,1.1579e+006,32189,3,0,2.56428,6,1
A1891,3,5.99526e+006,28222,3,0,0.399869,2,0
A908,12,5.03218e+006,37495,4.16667,0,0.336921,2,0
A1212,8,8.72953e+006,40123,2.5,0,1.34047,2,0
A1070,6,1.50311e+007,32688,3.66667,0,0.733075,2,0
A1407,3,134015,19137,5.33333,0,1.17854,2,0
A2170,8,1.06779e+007,33974,4.25,0,2.16685,4,0
A1864,4,232226,25056,3.5,0,0.770337,2,0
A831,6,229054,34788,3,0,0.249386,2,0
A1141,4,26622,18426,2.75,0,1.86618,2,0
A2173,6,61566,39239,5,0,2.07705,4,0
A2322,4,7.73176e+006,34813,4.5,0,1.11886,2,0
A1723,0,0,0,0,0,3.09047,4,0
A406,3,196669,27357,2,0,0.558258,2,0
A1540,6,508330,37923,3,0,1.36724,2,0
A339,6,2.47016e+007,32473,3.66667,0,2.14521,6,1
A542,4,1.60711e+006,27436,3.25,0,1.40889,2,0
A437,2,100895,2447,2.5,0,1.17928,2,0
A1353,4,180036,32199,4.25,0,1.37943,2,0
A1464,4,280651,36564,4.25,0,0.781073,2,0
A250,9,1.90861e+007,32689,5.55556,0,1.4613,2,0
A1584,6,1.72912e+007,33738,3,0,1.2153,2,0
A1173,4,241190,38959,6,0,0.809995,2,0
A2122,6,8.99347e+006,38851,3.16667,0,2.56701,4,0
A1673,2,79760,11605,4.5,0,0.992514,2,0
A2277,4,3.56515e+006,17472,5.75,0,1.14742,2,0
A2129,10,195221,34970,4.9,0,1.1793,2,0
A1479,2,41698,39508,3.5,0,1.19049,2,0
A1972,14,68169,33660,4,0,1.43839,2,0
A277,5,5.93301e+006,31329,5.6,0,1.18994,2,0
A1752,3,5561,31872,3.66667,0,1.8687,2,0
A1433,3,1.57331e+007,34156,3.33333,0,0.655651,2,0
A715,10,2.86205e+007,37288,3.5,0,0.51017,4,0
A2361,9,1.44216e+007,33598,3.33333,0,2.30178,4,0
A1343,6,2.74173e+007,29678,3.66667,0,2.69276,4,0
A423,4,347753,18184,5,0,1.69702,2,0
A191,5,276024,39493,4,0,0.658211,2,0
A1150,2,75697,26273,5.5,0,1.01833,2,0
A1828,2,2476,37393,3,0,2.08964,4,0
A1179,3,64664,32440,5.66667,0,0.992849,2,0
A1886,6,163446,29863,5.83333,0,1.35306,2,0
A1683,3,9.45345e+006,31278,3.66667,0,0.964962,2,0
A1278,4,175091,31554,4.25,0,1.27429,2,0
A354,4,79495,39650,3.75,0,2.04784,4,0
A1642,6,2.89935e+006,37384,5.5,0,1.06641,2,0
A767,2,70364,29417,4,0,1.62074,2,0
A565,1,75118,14045,2,0,0.440458,2,0
A1,4,471408,25226,3.75,0,0.802082,2,0
A2315,4,2.38879e+006,34028,4.5,0,2.35862,4,0
A208,5,2.76612e+006,29763,3.8,0,0.402175,2,0
A693,1,5.19458e+006,26706,1,0,1.62491,2,0
A525,3,184300,46685,2.33333,0,1.0276,2,0
A818,3,5.39285e+006,28005,4.66667,0,1.10215,2,0
A1852,5,147743,32105,3,0,1.25866,2,0
A178,3,2.09545e+006,34849,2,0,0.715327,2,0
A2345,9,2.68168e+007,43621,4.55556,0,0.847775,4,0
A2063,2,45968,16223,5,0,1.99779,2,0
A2217,5,1.30147e+006,25547,3.2,0,0.878848,2,0
A404,6,3.4788e+006,36687,3.66667,0,1,2,0
A867,5,498979,24070,4,0,0.549891,2,0
A611,2,38342,30699,3,0,0.925168,2,0
A212,3,6.23389e+006,33663,4.66667,0,0.810804,2,0
A1476,5,9.8817e+006,34155,3.2,0,1.56074,2,0
A1622,5,7676,39257,4,0,0.70035,2,0
A882,4,5.2105e+006,22539,3.75,0,1.66051,2,0
A289,5,1.9768e+006,33970,2.2,0,0.263553,2,0
A399,6,245215,39799,4.66667,0,2.97473,6,1
A795,2,178738,30969,2,0,2.82863,4,0
A2495,3,109333,35088,3.33333,0,0.474754,2,0
A185,9,2.26787e+007,37065,3.66667,0,2.03051,6,1
A1405,5,362872,39146,4.4,0,0.991999,2,0
A1289,4,1.804e+006,37170,3.25,0,1.44056,2,0
A230,7,28837,27789,2.71429,0,1.33086,2,0
A2017,2,8.29704e+006,21941,8,0,1.1985,2,0
A1702,6,9.1458e+006,33024,4.16667,0,0.531777,2,0
A679,3,2.01012e+006,30128,3.66667,0,1.16345,2,0
A1099,1,46439,38541,6,0,1.05705,2,0
A1175,1,65499,23910,0,0,2.66808,4,0
A684,5,427647,39137,3.2,0,0.689341,2,0
A1802,4,3.14586e+006,36103,3.75,0,0.31022,2,0
A112,7,5.3754e+006,32099,2.57143,0,0.370983,2,0
A468,4,206897,38405,2.5,0,0.383881,2,0
A2443,1,1.67642e+006,30500,6,0,0.932814,2,0
A821,2,18626,9048,4.5,0,0.406004,2,0
A1018,3,230899,28909,3.33333,0,0.594944,2,0
A519,1,23680,38317,3,0,0.457718,2,0
A2218,9,4.31724e+006,39591,4.44444,0,0.765243,2,0
A345,0,0,0,0,0,0.217803,0,0
A488,2,117944,27782,3.5,0,0.747189,2,0
A1225,1,54495,39367,5,0,1.1829,2,0
A1159,2,8.75305e+006,3953,3,0,1.12451,2,0
A881,5,4.42189e+006,38775,4.2,0,0.632002,2,0
A2362,1,1075,10227,4,0,0.473754,2,0
A785,2,172325,37310,4.5,0,0.737595,2,0
A2147,5,322478,25144,3.6,0,0.455461,2,0
A1754,3,135262,23230,4,0,0.854628,2,0
A1724,6,2.16653e+007,29565,6.33333,0,1.56529,2,0
A1774,2,83339,20334,3.5,0,0.444662,2,0
A1006,4,245277,36788,5,0,1.8854,2,0
A1287,5,847441,17082,5.6,0,0.362188,2,0
A1700,6,32728,32964,3.33333,0,1.49566,2,0
A422,5,9.31887e+006,36403,3.4,0,0.291645,2,0
A1487,5,1.85185e+006,32885,6.2,0,1.4853,2,0
A2050,10,9.9117e+006,35494,4.7,0,0.32,2,0
A1830,5,1.56305e+007,38036,3.6,0,1.1279,2,0
A819,6,2.36076e+007,20660,3.66667,0,0.251753,2,0
A1786,4,38353,24480,4.75,0,1.20064,2,0
A40,7,129544,27638,2.42857,0,0.917988,2,0
A235,4,353349,18466,2.25,0,1.89139,2,0
A1748,7,6.20192e+006,37645,3,0,0.655014,2,0
A720,1,17244,12671,1,0,1.33273,2,0
A997,7,2.66347e+006,44131,4.71429,0,1.23859,2,0
A446,4,4.14827e+006,30062,2.75,0,0.57773,2,0
A1626,1,26513,5554,4,0,0.690865,2,0
A2157,8,7.08332e+006,34428,3.5,0,0.293362,2,0
A1362,4,287245,37356,6,0,0.886164,2,0
A1254,2,7.12822e+006,27870,7,0,1.15036,2,0
A971,12,17257,29193,4,0,0.714763,2,0
A1030,2,19968,13213,3,0,0.406792,2,0
A838,3,161976,33613,3.33333,0,1.13851,2,0
A633,3,185595,28532,4,0,0.713125,2,0
A1743,2,4.57536e+006,34285,3.5,0,0.214593,2,0
A567,4,194306,18652,3.75,0,1.03309,2,0
A509,4,2.72382e+006,22456,2.75,0,0.447626,2,0
A713,4,7.94231e+006,38939,3.75,0,1.09665,2,0
A677,5,4.70014e+006,20682,4,0,0.312588,2,0
A371,6,72621,18935,4.16667,0,1.75672,2,0
A978,8,1.18212e+007,38936,4.25,0,0.230149,2,0
A545,2,7.02178e+006,35343,5,0,0.88613,2,0
A1482,3,166021,27412,3.33333,0,1.78513,2,0
A175,4,7.58474e+006,35706,8.25,0,2.2832,6,1
A1172,5,7.99722e+006,35717,2.4,0,0.218831,2,0
A934,9,1.35814e+007,38591,3.77778,0,1.49691,2,0
A1201,6,1.19209e+007,17794,3.5,0,0.725982,2,0
A1477,7,2.04009e+007,30941,3,0,0.537547,2,0
A2158,2,67627,16361,2,0,1.05407,2,0
A2247,4,5.49308e+006,20126,5.5,0,0.634025,2,0
A735,1,2556,1312,4,0,1.51956,2,0
A1603,15,1.73276e+007,39284,4.26667,0,0.428137,2,0
A1193,2,3236,22785,4,0,2.01807,4,0
A883,9,2.13159e+007,30856,4,0,0.571449,4,0
A2120,5,7.62038e+006,37199,3.8,0,0.948142,2,0
A1321,1,99103,14175,6,0,1.80975,2,0
A2307,5,50389,27551,4.6,0,1.08947,2,0
A303,9,3.26481e+007,26481,3.22222,0,0.601692,2,0
A1526,6,1.9124e+006,34158,3.33333,0,1.11623,2,0
A1653,5,6.97843e+006,39441,3.8,0,0.555196,2,0
A432,2,98837,38238,4,0,1.01493,2,0
A1188,7,6.82188e+006,37958,4.14286,0,0.48041,2,0
A2011,5,28667,39384,4.2,0,1.29372,2,0
A1429,6,1.81389e+007,39308,4.16667,0,1.75176,2,0
A1522,6,2.64276e+006,30519,4.83333,0,0.524706,2,0
A1858,5,1.30567e+007,35851,3.8,0,0.606347,2,0
A1822,11,3.11617e+007,37139,5.27273,0.0181818,0.943565,4,0
A1063,3,160082,6440,1.66667,0,1.08176,2,0
A1730,6,9.1727e+006,39580,2.66667,0,0.401311,2,0
A1746,2,7282,31823,3.5,0,1.05915,2,0
A783,3,906107,30182,5.33333,0,0.474548,2,0
A871,5,7.90191e+006,39736,4.2,0,0.966669,2,0
A1680,1,11117,6368,5,0,1.05178,2,0
A500,6,1.88854e+007,33171,4.5,0,0.794473,2,0
A1209,18,2.45749e+007,33140,3.72222,0,1.21758,6,1
A674,1,68040,1428,3,0,0.330086,2,0
A771,6,255651,35325,2.83333,0,2.52624,4,0
A825,2,42877,37910,3,0,0.987947,2,0
A1011,2,106950,4863,3,0,1.70177,2,0
A83,8,1.42614e+006,27946,5.875,0,0.959437,2,0
A236,16,18879,40075,4.1875,0,0.453001,4,0
A590,5,449772,31621,2.2,0,1,2,0
A1799,6,1.4113e+007,35414,3.16667,0,1.05667,2,0
A1229,4,11861,13817,3,0,1.60694,2,0
A1012,14,1.07022e+006,34672,3.92857,0,0.79263,2,0
A2262,8,597001,37250,4,0,0.400845,2,0
A2386,3,44916,24339,1.66667,0,0.289932,2,0
A1231,3,903452,35559,4.66667,0,0.438645,2,0
A1223,2,8.16274e+006,14651,2,0,1.66046,2,0
A391,7,9.82884e+006,29972,3.71429,0,0.513165,2,0
A464,1,5000,12984,3,0,0.796689,2,0
A18,3,18299,31671,4,0,1.30608,2,0
A2195,5,3.69394e+006,31876,2.8,0,0.598388,2,0
A2255,3,6.40015e+006,25194,5.33333,0,0.71515,2,0
A47,5,5.95693e+006,39119,3.2,0,0.392043,2,0
A2046,3,5.35915e+006,21997,10,0,0.481285,2,0
A789,4,152296,16334,4.75,0,1.3815,2,0
A619,2,6.82386e+006,26698,2,0,1.24858,2,0
A627,2,43022,13718,4,0,0.439514,2,0
A1617,2,38924,33489,10.5,0,0.922906,3,0
A181,5,1.06136e+006,38677,4.4,0,0.44232,2,0
A1077,8,7.05389e+006,37749,4.875,0,1.08466,2,0
A2214,4,4.16314e+006,37737,2.75,0,1.05528,2,0
A84,3,1.39417e+007,21552,2,0,0.582709,2,0
A2436,11,3.1178e+006,30070,3.54545,0,0.680895,2,0
A1451,3,44764,36258,6.33333,0,1.10141,2,0
A390,6,1.3555e+006,36207,3.83333,0,1.20619,2,0
A2090,4,9.11795e+006,36905,3,0,1.046,2,0
A987,5,34146,37233,3,0,0.91957,2,0
A2072,3,54841,30640,3.33333,0,1.18941,2,0
A1211,5,122560,36824,3.8,0,0.605181,2,0
A1171,3,1.26523e+006,38793,4.66667,0,1.76228,2,0
A2359,3,1.45384e+006,36391,3.33333,0,0.909246,2,0
A1795,4,68224,30267,3.75,0,0.568587,2,0
A786,4,6.42402e+006,35167,1,0,0.181105,2,0
A665,3,225092,34454,1.66667,0,0.268057,2,0
A1486,10,89290,7542,4.5,0,0.480111,2,0
A896,10,8.98716e+006,22793,4.2,0,0.555049,2,0
A1096,5,1.41259e+007,29809,4.4,0,0.526304,2,0
A140,6,2.4823e+006,37728,1.83333,0,0.45131,2,0
A602,3,9.5469e+006,27508,3,0,0.256534,2,0
A1240,2,3.31621e+006,21189,7.5,0,0.554603,2,0
A1991,1,56706,5242,6,0,1.15762,2,0
A936,4,331022,39857,2.25,0,0.566925,2,0
A1558,6,1.01829e+007,29743,3.16667,0,1.54373,2,0
A915,6,534220,39133,4.33333,0,1.01771,2,0
A1043,3,82493,22882,5.33333,0,0.530413,2,0
A752,5,8.85323e+006,32686,3.2,0,0.296561,2,0
A1960,4,6.82564e+006,35441,4.75,0,0.470534,2,0
A1661,4,8.7918e+006,28411,3.25,0,1,2,0
A86,6,1.62985e+007,35068,2.5,0,1.38526,2,0
A448,2,5.03865e+006,34282,5,0,1.53421,2,0
A1129,4,206394,32378,1.75,0,0.758711,2,0
A2020,3,26513,39939,7.66667,0,1.32836,2,0
A1678,0,0,0,0,0,0.599261,2,0
A103,12,77628,33833,3.75,0,1.02605,2,0
A258,5,1.71493e+007,20129,4.2,0,0.346688,2,0
A1393,5,340004,18649,5.8,0,0.779242,2,0
A93,2,1.4754e+006,14922,3,0,0.723709,2,0
A2269,2,111358,25410,1.5,0,0.950713,2,0
A1956,3,4.30863e+006,30454,2,0,0.738038,2,0
A1580,10,3.21889e+007,23364,3,0,0.689149,2,0
A321,3,6.06611e+006,34409,3.33333,0,1.72287,2,0
A698,4,1.06706e+006,28911,3,0,0.996105,2,0
A709,4,57658,39338,4.25,0,0.931562,2,0
A1297,0,0,0,0,0,1.05556,2,0
A2368,3,78084,39459,3.33333,0,0.718254,2,0
A1195,1,3.44423e+006,18374,3,0,1.00813,2,0
A323,3,83975,6982,6.33333,0,0.88487,2,0
A642,2,67818,32952,6,0,0.928908,2,0
A1350,2,35180,18998,4.5,0,0.787499,2,0
A305,11,2.15103e+007,39969,3.63636,0,1.76474,4,0
A947,0,0,0,0,0,2.10979,4,0
A1758,4,1.88531e+006,34196,7.25,0,0.53073,2,0
A76,4,1.13669e+007,29672,3.25,0,1.30466,2,0
A477,9,8.41491e+006,38730,4.11111,0,0.926135,2,0
A2474,4,37662,35008,5,0,0.189143,2,0
A1364,3,4.16701e+006,27969,6.33333,0,2.99547,6,1
A696,4,77961,31828,4.75,0,0.848568,2,0
A2487,3,87439,33135,4.33333,0,0.271429,2,0
A1695,6,2.5814e+006,25008,4.16667,0,0.531118,2,0
A1186,10,201968,27001,5.2,0,1.23795,2,0
A1306,4,6.54913e+006,30720,3.5,0,0.664221,2,0
A44,6,3.22832e+006,38218,4,0,1.34347,2,0
A1335,3,8.88625e+006,27909,3,0,0.983993,2,0
A1614,2,7.34348e+006,37860,3.5,0,0.601857,2,0
A2004,3,234237,22285,3,0,1.10615,2,0
A2465,4,117804,38551,3.5,0,1.12605,2,0
A780,3,232014,18351,2.66667,0,1.38748,2,0
A1817,3,1.29942e+006,33763,5.33333,0,1.54765,2,0
A2499,6,8.42376e+006,36268,4.5,0,0.316808,2,0
A989,2,153031,33154,7,0,0.31279,2,0
A139,4,1.36253e+007,32804,3.5,0,0.797469,2,0
A955,4,5.10394e+006,36378,5,0,1.04603,2,0
A440,13,24092,40059,5.38462,0,0.706774,2,0
A738,4,123408,37054,2.75,0,1.82711,2,0
A1341,7,306756,36660,4,0,1.22812,2,0
A494,4,42514,36834,4.75,0,0.914769,2,0
A1317,10,85200,13218,4.9,0,0.467381,2,0
A1484,1,1000,332,6,0,3.02534,4,0
A98,5,5.84187e+006,39164,5.2,0,1.73037,2,0
A2091,2,36580,35524,5.5,0,0.498654,2,0
A6,5,6.30409e+006,33692,3.4,0,0.315318,2,0
A1819,6,2.725e+006,28423,4.83333,0,0.971951,2,0
A265,2,169588,26473,4,0,0.601752,2,0
A62,6,3.12747e+006,38935,4.33333,0,1.2694,2,0
A1581,4,1.17554e+007,34331,2.5,0,1.20773,2,0
A374,3,1.58404e+006,34363,4,0,0.641029,2,0
A1955,5,9.95222e+006,28511,5,0,0.430984,2,0
A2475,3,3.27713e+006,32535,6,0,0.807298,2,0
A285,5,349306,39828,4,0,1.7308,2,0
A2408,4,9.01746e+006,31393,5,0,0.93824,2,0
A985,8,6.91426e+006,31028,4.5,0,1.62481,2,0
A898,15,1.48183e+007,40013,5.13333,0,0.72672,2,0
A1285,6,480070,37993,2,0,0.801235,2,0
A1930,6,1.03529e+007,36786,2.66667,0,0.800987,2,0
A1687,6,465715,19463,4.66667,0,1.30675,2,0
A1239,5,6.27442e+006,30583,2.2,0,0.512867,2,0
A861,3,2.01573e+006,36071,6,0,0.895664,2,0
A2305,4,390815,34502,3.5,0,0.71952,2,0
A892,2,173254,16253,2.5,0,3.01785,4,0
A1049,7,1.63104e+007,36110,2.71429,0,1.0614,2,0
A1557,4,1.97106e+006,31556,3,0,1.79477,2,0
A2055,1,96073,6762,11,0,0.583413,3,0
A1224,7,3.32336e+006,39692,4.57143,0,0.880132,2,0
A1935,4,5.38624e+006,27225,5.25,0,3.36726,4,0
A2209,5,7.34198e+006,37935,3.4,0,0.630012,2,0
A852,5,382749,36878,3.4,0,2.24556,4,0
A1280,3,9.51283e+006,38502,2,0,0.451211,2,0
A118,4,1.00965e+007,29542,3,0,0.476084,2,0
A228,4,135067,30719,4.5,0,0.877512,2,0
A2045,5,3.18693e+006,30340,6.8,0,1.8726,2,0
A2357,1,3229,440,4,0,0.781706,2,0
A668,3,2.07599e+006,35259,3.66667,0,0.960027,2,0
A1818,2,46956,14137,3,0,0.461715,2,0
A702,3,3.07828e+006,31583,3.66667,0,0.520748,2,0
A1384,6,456816,35022,3.5,0,0.7378,2,0
A615,14,2.98795e+006,37547,4.78571,0,0.839369,2,0
A257,4,5.91025e+006,39608,4.25,0,0.737747,2,0
A1515,3,150415,39014,3,0,1.43457,2,0
A2424,3,82045,31269,3,0,0.764264,2,0
A1242,4,1.00405e+007,17036,3.25,0,1.20075,2,0
A2177,1,42238,35480,4,0,0.917456,2,0
A1157,4,351887,28148,4.75,0,0.485758,2,0
A80,5,9.04819e+006,30582,4.4,0,0.713498,2,0
A327,2,49839,12242,3,0,1,2,0
A1776,3,59450,33672,4,0,3.77061,4,0
A336,8,125034,37180,3.25,0,1.86483,2,0
A2019,7,1.39877e+007,32962,3.71429,0,0.708247,4,0
A1692,7,49215,31173,3.42857,0,1.29776,2,0
A1219,5,2.73458e+006,21596,5,0,0.869026,2,0
A1567,9,7.58387e+006,34836,4.22222,0,1.58498,2,0
A436,4,1.00984e+007,40134,6.75,0,0.710348,2,0
A1651,4,225471,39408,5.75,0,0.557977,2,0
A364,3,5.82148e+006,34282,6.66667,0,1,2,0
A2232,3,208925,36738,5.66667,0,1.39521,2,0
A976,4,259838,25930,3,0,0.881506,2,0
A521,3,5.66342e+006,34432,3,0,0.333249,2,0
A1620,2,117378,17019,3.5,0,0.226517,2,0
A1135,1,20318,28586,6,0,1.56372,2,0
A2446,3,22496,37539,5.33333,0,2.61652,4,0
A2265,6,9.06634e+006,26988,3.16667,0,1.34106,2,0
A32,4,2.26416e+006,25808,3.75,0,0.769375,2,0
A1472,6,1.0218e+007,34887,3.83333,0,1.22697,2,0
A427,4,8.86668e+006,27226,5,0,0.5479,2,0
A1441,2,148905,36868,4.5,0,0.594893,2,0
A1633,5,9.14865e+006,39381,4.8,0.1,1.14201,2,0
A2411,5,7.21848e+006,36078,4,0,1,2,0
A2427,9,2.6159e+007,29965,3.88889,0,0.328841,4,0
A214,4,124491,31346,2.75,0,0.918528,2,0
A1624,3,148303,28457,4.66667,0,0.272215,2,0
A683,4,141176,37268,4.5,0,0.694294,2,0
A2005,3,4.78015e+006,33168,2.66667,0,0.258132,2,0
A2353,3,189080,34622,4.66667,0,0.830192,2,0
A1514,4,1.2975e+006,27109,4.25,0,3.19041,6,1
A899,4,2.12652e+006,36861,2.75,0,0.759126,2,0
A1908,4,1.80604e+006,36309,4.5,0,0.651721,2,0
A366,5,1.00844e+007,36249,3.2,0,0.576632,2,0
A1907,3,4.45458e+006,27014,3,0,1,2,0
A1050,1,5000,48345,1,0,0.872344,2,0
A1579,6,1.17093e+006,33529,6.5,0,0.484504,2,0
A1400,5,213242,34442,5.2,0,0.668711,2,0
A1274,7,2.50888e+006,39074,3.14286,0,0.359596,2,0
A1586,3,350694,40001,4.66667,0,0.694792,2,0
A1446,7,149012,38992,4,0,0.950949,2,0
A324,3,78548,39794,8.33333,0,0.883586,2,0
A1084,4,165934,28410,3.5,0,1.96202,2,0
A1237,1,59459,37323,5,0,1.35214,2,0
A1295,4,1.25619e+007,32895,4,0,0.487238,2,0
A1411,3,106902,35356,7.33333,0,0.903066,2,0
A2287,2,166780,24427,2.5,0,0.472459,2,0
A266,7,431297,26758,2.42857,0,0.990848,2,0
A1227,2,6.14993e+006,5447,5,0,1.00748,2,0
A1984,2,136316,24409,5,0,0.855749,2,0
A2260,12,1.03973e+007,35829,3.33333,0.0151515,0.431725,4,0
A829,9,1.4316e+007,37943,3.44444,0.0277778,0.996599,2,0
A522,12,2.73243e+006,35431,4.41667,0,0.439246,2,0
A2230,3,3.10618e+006,21185,3,0,0.909468,2,0
A2038,6,641587,31722,4.66667,0,0.92217,2,0
A2379,2,46106,9393,1.5,0,2.10599,4,0
A292,3,53859,34857,4.33333,0,2.69538,4,0
A1857,7,3.04541e+006,37401,4.42857,0,0.324468,2,0
A1947,4,217740,15409,3.75,0,0.50272,2,0
A2416,8,1.96748e+007,39022,3.625,0,0.694112,2,0
A1568,5,8.15191e+006,38009,4.2,0,0.956339,2,0
A798,5,335914,32356,3,0,0.639214,2,0
A2363,3,257321,19545,5,0,0.761897,2,0
A2160,4,316865,38899,8.5,0,0.522327,2,0
A306,5,74797,31042,5.2,0,0.275125,2,0
A1022,5,9.96734e+006,30749,2.2,0,0.856609,2,0
A1312,10,7.1388e+006,31656,4.3,0,0.492511,2,0
A1664,6,300570,37880,4.16667,0,1.60954,2,0
A1892,6,187970,32969,4.16667,0,0.183632,2,0
A2034,13,6.1504e+006,20849,4.30769,0,3.45986,4,0
A2383,7,1.32945e+007,33377,4.57143,0,1.05844,2,0
A512,3,196593,22149,7,0,1.43973,2,0
A338,2,71971,30434,4.5,0,0.848182,2,0
A782,14,24406,36139,3.14286,0.010989,0.461774,2,0
A1089,3,7.79286e+006,30328,1.33333,0,1.07565,2,0
A419,3,22143,37613,3,0,1.2396,2,0
A778,4,198069,39649,3.25,0,0.861735,2,0
A2071,4,164166,36114,5,0,1.32499,2,0
A476,2,23099,8502,5.5,0,1.14496,2,0
A1389,6,1.29223e+007,35176,2.66667,0,0.214593,2,0
A1879,2,15098,21790,7.5,0,0.365871,2,0
A1036,4,5.222e+006,27243,4,0,0.889952,2,0
A1305,3,1.14401e+006,23085,2.33333,0,0.210171,2,0
A592,5,6.3453e+006,25916,5,0,1.35893,2,0
A148,2,101641,37388,5.5,0,1.01362,2,0
A1769,6,1.11049e+006,33100,5.16667,0,0.85547,2,0
A1735,2,91628,25833,3,0,1.06092,2,0
A424,4,91586,37284,4.75,0,1.36745,2,0
A1184,3,1.01465e+007,35967,3.33333,0,1.73382,2,0
A1969,3,6178,35436,4,0,1.24837,2,0
A2084,3,11789,29831,4,0,0.658076,2,0
A1370,5,286813,27671,5,0,0.403785,2,0
A2191,4,2.15405e+006,27772,2.25,0,0.714952,2,0
A1423,4,284839,31433,3.5,0,1.42627,2,0
A1481,11,25641,26265,4.09091,0,0.360466,2,0
A2292,1,5227,26860,3,0,0.329063,2,0
A376,2,89257,32228,6,0,1.58812,2,0
A281,4,1.72815e+006,31669,5,0,0.721854,2,0
A2121,5,1.92298e+007,21685,6.6,0,0.846541,4,0
A850,4,9.45525e+006,30553,4,0,0.961411,2,0
A1378,7,4.36446e+006,39506,3.42857,0,1.16022,2,0
A1363,3,41128,32456,3.66667,0,1,2,0
A330,4,130980,38628,6,0,0.282433,2,0
A1689,1,17893,10912,5,0,0.69107,2,0
A1019,7,6.37406e+006,39793,4.14286,0,1.42242,2,0
A2375,7,297005,39768,8.14286,0,1.53953,2,0
A721,6,5.8115e+006,38753,5.83333,0,1.43143,2,0
A718,5,367730,31206,5,0,0.485927,2,0
A1042,3,84221,36601,3,0,1.78308,2,0
A256,2,26267,38816,5.5,0,1.21834,2,0
A863,3,277400,24129,5.66667,0,0.991211,2,0
A897,6,1.28656e+007,37715,3.5,0,1.29588,2,0
A730,3,27108,39818,3.66667,0,0.71194,2,0
A1688,6,331059,28866,4.16667,0,1.32714,2,0
A790,5,220013,30334,3,0,0.987373,2,0
A877,2,167355,12414,4,0,0.655911,2,0
A1383,5,1.45399e+007,39730,3.2,0,1.19742,2,0
A2291,6,9.10731e+006,37936,4.33333,0,1.31532,2,0
A1810,4,310225,37352,3,0,0.299199,2,0
A1288,3,160717,20544,2.66667,0,1.76376,2,0
A1652,7,2.41407e+007,12551,5.28571,0,0.404058,2,0
A753,4,175736,34737,4,0,1.25088,2,0
A965,5,4.68132e+006,32026,3.4,0,1.14948,2,0
A1381,2,83352,26867,4.5,0,0.753379,2,0
A781,5,190602,39845,4.2,0,0.48554,2,0
A189,4,30071,39486,3.25,0,0.872151,2,0
A222,4,151788,33509,6,0,1.92243,2,0
A355,4,8.70436e+006,33507,4.75,0,1.20599,2,0
A2199,4,71175,39478,3,0,1,2,0
A1640,6,2.11356e+006,37342,3.33333,0,1.76174,2,0
A691,5,7.46475e+006,25835,4.6,0,1.58836,2,0
