timestamp,sender,receiver,amount,count,total,avg,velocity,unique_devices,degree_s,degree_r,risk_s,risk_r,label
22594,A895,A162,239422,1,239422,239422,0,1,3,11,2,2,1
22595,A895,A246,7.09679e+006,1,7.09679e+006,7.09679e+006,0,1,4,10,2,2,1
22596,A895,A1402,8.63162e+006,1,8.63162e+006,8.63162e+006,0,1,5,3,4,2,1
22601,A1162,A1649,16047,1,16047,16047,0,1,3,2,2,2,0
22610,A1895,A114,49006,1,49006,49006,0,1,2,2,2,2,0
22615,A888,A903,74201,1,74201,74201,0,1,5,5,2,4,0
22622,A2165,A1168,75558,1,75558,75558,0,1,6,1,5,2,0
22627,A823,A1364,45787,1,45787,45787,0,1,2,2,2,2,0
22629,A2109,A1501,1918,1,1918,1918,0,1,3,1,2,2,0
22637,A1584,A1471,50324,1,50324,50324,0,1,4,3,2,2,0
22644,A897,A1834,5.28118e+006,1,5.28118e+006,5.28118e+006,0,1,4,0,2,0,1
22647,A1619,A1115,21520,1,21520,21520,0,1,3,2,2,2,0
22650,A655,A754,2.1456e+006,1,2.1456e+006,2.1456e+006,0,1,2,2,2,2,1
22651,A655,A1088,5.67938e+006,1,5.67938e+006,5.67938e+006,0,1,3,2,2,2,1
22652,A655,A2408,6.17858e+006,1,6.17858e+006,6.17858e+006,0,1,4,1,2,2,1
22653,A655,A535,3.85638e+006,1,3.85638e+006,3.85638e+006,0,1,5,2,4,2,1
22657,A1167,A236,878,1,878,878,0,1,1,5,2,2,1
22658,A1167,A190,1616,1,1616,1616,0,1,2,2,2,2,1
22659,A1167,A904,1496,1,1496,1496,0,1,3,3,2,2,1
22660,A1167,A733,1709,1,1709,1709,0,1,4,1,2,2,1
22661,A1167,A585,749,1,749,749,0,1,5,1,4,2,1
22662,A1167,A821,1240,1,1240,1240,0,1,6,2,4,2,1
22663,A1167,A1276,1874,1,1874,1874,0,1,7,0,4,0,1
22664,A1167,A2483,812,1,812,812,0,1,8,1,4,2,1
22667,A135,A357,94590,1,94590,94590,0,1,2,8,5,7,0
22674,A2424,A1346,27270,1,27270,27270,0,1,2,0,2,0,0
22675,A1917,A2206,28092,1,28092,28092,0,1,1,4,2,2,0
22683,A1273,A1243,56710,1,56710,56710,0,1,7,1,4,2,0
22690,A1265,A2302,29485,1,29485,29485,0,1,2,0,2,0,0
22699,A651,A1459,21860,1,21860,21860,0,1,5,2,2,2,0
22705,A741,A1369,80369,1,80369,80369,0,1,4,2,2,2,0
22712,A600,A864,79721,1,79721,79721,0,1,4,0,2,0,0
22720,A651,A1999,22109,1,22109,22109,0,1,6,3,2,2,0
22730,A1940,A225,51591,1,51591,51591,0,1,4,3,2,2,0
22733,A987,A1038,10558,1,10558,10558,0,1,4,0,2,0,0
22740,A1222,A2456,6.48173e+006,1,6.48173e+006,6.48173e+006,0,1,7,0,2,0,1
22741,A357,A2240,808715,1,808715,808715,0,1,9,3,7,2,1
22742,A1551,A2103,6.64145e+006,1,6.64145e+006,6.64145e+006,0,1,2,2,2,2,1
22743,A692,A2057,9.20907e+006,1,9.20907e+006,9.20907e+006,0,1,2,0,2,0,1
22744,A1582,A2130,8.75407e+006,1,8.75407e+006,8.75407e+006,0,1,3,3,2,2,1
22748,A694,A1114,75758,1,75758,75758,0,1,2,2,2,2,0
22753,A1007,A1476,27252,1,27252,27252,0,1,4,3,2,2,0
22755,A1228,A1119,6917,1,6917,6917,0,1,1,2,2,2,0
22764,A114,A497,1757,1,1757,1757,0,1,3,1,2,2,0
22771,A554,A834,65445,1,65445,65445,0,1,1,6,2,2,0
22774,A114,A315,1949,1,1949,1949,0,1,4,3,2,2,0
22775,A985,A2376,1.70318e+006,1,1.70318e+006,1.70318e+006,0,1,6,2,2,2,1
22781,A300,A799,34353,1,34353,34353,0,1,3,1,2,0,0
22785,A1193,A20,1455,1,1455,1455,0,1,2,3,0,2,0
22786,A501,A2250,46776,1,46776,46776,0,1,4,0,2,0,0
22789,A750,A401,1858,1,1858,1858,0,1,1,6,2,2,1
22790,A750,A1991,1801,1,1801,1801,0,1,2,1,2,2,1
22791,A750,A1634,1678,1,1678,1678,0,1,3,1,2,2,1
22792,A750,A32,1931,1,1931,1931,0,1,4,3,2,2,1
22793,A750,A431,1843,1,1843,1843,0,1,5,1,4,2,1
22794,A750,A325,1448,1,1448,1448,0,1,6,3,4,2,1
22795,A750,A1404,935,1,935,935,0,1,7,6,4,2,1
22796,A750,A1205,1132,1,1132,1132,0,1,8,2,4,2,1
22793,A896,A2091,31188,1,31188,31188,0,1,10,1,2,2,0
22799,A2019,A1248,11051,1,11051,11051,0,1,6,4,4,2,0
22801,A45,A547,867,1,867,867,0,1,2,2,2,2,1
22802,A547,A1977,867,1,867,867,0,1,3,4,2,2,1
22803,A1977,A577,867,1,867,867,0,1,5,5,2,2,1
22804,A577,A2184,867,1,867,867,0,1,6,2,2,2,1
22805,A2184,A764,867,1,867,867,0,1,3,3,2,2,1
22806,A764,A45,867,1,867,867,0,1,4,2,2,2,1
22802,A2234,A828,37655,1,37655,37655,0,1,1,2,2,2,0
22803,A880,A729,4.45107e+006,1,4.45107e+006,4.45107e+006,0,1,3,1,2,2,1
22804,A880,A569,5.87721e+006,1,5.87721e+006,5.87721e+006,0,1,4,1,2,2,1
22805,A880,A1575,2.68743e+006,1,2.68743e+006,2.68743e+006,0,1,5,3,2,2,1
22806,A880,A176,2.752e+006,1,2.752e+006,2.752e+006,0,1,6,1,2,2,1
22805,A1419,A2311,4.86773e+006,1,4.86773e+006,4.86773e+006,0,1,11,1,2,2,1
22806,A2168,A2311,3.60896e+006,1,3.60896e+006,3.60896e+006,0,1,1,1,2,2,1
22807,A1583,A2311,8.28985e+006,1,8.28985e+006,8.28985e+006,0,1,4,1,5,2,1
22808,A416,A2311,1.40001e+006,1,1.40001e+006,1.40001e+006,0,1,4,1,2,2,1
22809,A1827,A2311,8.4816e+006,1,8.4816e+006,8.4816e+006,0,1,3,1,2,2,1
22807,A1919,A2200,39077,1,39077,39077,0,1,4,1,2,2,0
22810,A29,A736,48261,1,48261,48261,0,1,4,1,2,5,0
22813,A958,A65,23027,1,23027,23027,0,1,1,10,2,2,0
22821,A1385,A855,77582,1,77582,77582,0,1,3,2,5,2,0
32825,A1152,A305,5000,1,5000,5000,0,1,2,3,2,2,1
22831,A11,A2162,4.35308e+006,1,4.35308e+006,4.35308e+006,0,1,2,3,2,2,1
22832,A2056,A1311,2.74849e+006,1,2.74849e+006,2.74849e+006,0,1,2,1,2,2,1
22833,A2244,A1193,6.92675e+006,1,6.92675e+006,6.92675e+006,0,1,3,2,5,0,1
22834,A2005,A1830,1.04506e+006,1,1.04506e+006,1.04506e+006,0,1,2,0,2,0,1
22835,A954,A2034,8.4593e+006,1,8.4593e+006,8.4593e+006,0,1,2,13,5,5,1
22836,A2499,A2016,85355,1,85355,85355,0,1,3,2,2,2,0
22837,A931,A98,2855,1,2855,2855,0,1,2,4,2,5,0
22843,A952,A1319,43286,1,43286,43286,0,1,1,2,2,2,0
22851,A2437,A1814,23689,1,23689,23689,0,1,2,3,2,2,0
32852,A968,A535,5000,1,5000,5000,0,1,3,2,2,2,1
22858,A259,A792,727980,1,727980,727980,0,1,5,1,2,2,1
22859,A801,A1571,32950,1,32950,32950,0,1,3,0,2,0,0
22869,A1491,A121,57058,1,57058,57058,0,1,5,2,2,2,0
22871,A1119,A1945,3508,1,3508,3508,0,1,3,3,2,2,0
22873,A1610,A1113,59947,1,59947,59947,0,1,4,1,2,2,0
22880,A2278,A1662,68373,1,68373,68373,0,1,2,4,2,5,0
22882,A1043,A230,40561,1,40561,40561,0,1,3,6,2,5,0
22887,A329,A1010,8665,1,8665,8665,0,1,2,2,2,2,0
22888,A409,A1124,66553,1,66553,66553,0,1,5,2,2,2,0
22895,A1705,A292,35890,1,35890,35890,0,1,2,1,2,2,0
22900,A119,A395,44299,1,44299,44299,0,1,2,0,2,0,0
22907,A308,A1980,35093,1,35093,35093,0,1,4,1,5,2,0
22910,A843,A2274,1214,1,1214,1214,0,1,1,1,2,2,0
22918,A1322,A777,73869,1,73869,73869,0,1,3,3,2,2,0
22928,A2409,A748,33201,1,33201,33201,0,1,2,1,2,2,0
22934,A2044,A716,50104,1,50104,50104,0,1,2,1,2,2,0
22944,A779,A881,91756,1,91756,91756,0,1,2,2,2,2,0
22945,A1045,A123,80637,1,80637,80637,0,1,1,3,2,2,0
22955,A1263,A1574,52360,1,52360,52360,0,1,4,3,2,2,0
22963,A2283,A953,12495,1,12495,12495,0,1,5,1,2,2,0
22970,A1421,A537,82035,1,82035,82035,0,1,4,1,2,2,0
22978,A638,A1939,1619,1,1619,1619,0,1,2,1,2,5,0
22982,A1277,A13,18981,1,18981,18981,0,1,5,0,2,0,0
22989,A1007,A1107,26712,1,26712,26712,0,1,5,1,2,5,0
22994,A546,A377,6574,1,6574,6574,0,1,2,1,2,2,0
23000,A1703,A868,38548,1,38548,38548,0,1,4,2,2,2,0
23009,A746,A890,26210,1,26210,26210,0,1,2,1,2,4,0
23011,A1256,A834,34611,1,34611,34611,0,1,5,6,2,2,0
23014,A1914,A1087,1679,1,1679,1679,0,1,3,1,2,3,1
23015,A1914,A1201,1662,1,1662,1662,0,1,4,6,2,2,1
23016,A1914,A1959,1813,1,1813,1813,0,1,5,1,2,2,1
23017,A1914,A683,665,1,665,665,0,1,6,1,2,2,1
23018,A1914,A2177,1971,1,1971,1971,0,1,7,0,2,0,1
23019,A1914,A736,1780,1,1780,1780,0,1,8,1,2,5,1
23020,A1914,A1551,986,1,986,986,0,1,9,2,2,2,1
23021,A1914,A450,1251,1,1251,1251,0,1,10,1,2,2,1
23022,A1914,A662,1778,1,1778,1778,0,1,11,5,2,2,1
23023,A1914,A504,1335,1,1335,1335,0,1,12,1,2,2,1
23022,A712,A1031,16055,1,16055,16055,0,1,6,1,5,2,0
23027,A837,A1324,82578,1,82578,82578,0,1,4,2,2,5,0
23037,A2031,A1535,81351,1,81351,81351,0,1,5,1,2,2,0
23041,A251,A1904,78157,1,78157,78157,0,1,3,4,2,2,0
23046,A309,A2167,95685,1,95685,95685,0,1,4,1,2,2,0
23050,A703,A2285,4.36344e+006,1,4.36344e+006,4.36344e+006,0,1,2,0,2,0,1
23051,A806,A2285,1.27885e+006,1,1.27885e+006,1.27885e+006,0,1,4,0,2,0,1
23052,A2061,A2285,1.54008e+006,1,1.54008e+006,1.54008e+006,0,1,4,0,2,0,1
23053,A1029,A2285,6.78652e+006,1,6.78652e+006,6.78652e+006,0,1,1,0,2,0,1
23054,A978,A2285,8.02633e+006,1,8.02633e+006,8.02633e+006,0,1,4,0,2,0,1
23057,A1264,A843,29589,1,29589,29589,0,1,2,1,2,2,0
23059,A1703,A55,38039,1,38039,38039,0,1,5,1,2,2,0
23060,A2437,A1693,23820,1,23820,23820,0,1,3,2,2,2,0
23068,A2487,A420,29070,1,29070,29070,0,1,2,0,2,0,0
23076,A152,A1581,66259,1,66259,66259,0,1,4,2,2,2,0
23083,A1794,A343,5.87206e+006,1,5.87206e+006,5.87206e+006,0,1,3,2,2,2,1
23085,A1305,A10,1.0401e+006,1,1.0401e+006,1.0401e+006,0,1,3,1,2,2,1
23089,A1042,A216,1784,1,1784,1784,0,1,2,1,2,2,1
23090,A216,A767,1784,1,1784,1784,0,1,2,0,2,0,1
23091,A767,A1042,1784,1,1784,1784,0,1,1,2,2,2,1
23098,A2095,A930,7867,1,7867,7867,0,1,2,0,2,0,0
23107,A328,A1083,22302,1,22302,22302,0,1,4,2,2,2,0
23113,A1560,A1619,7.59445e+006,1,7.59445e+006,7.59445e+006,0,1,2,3,2,2,1
23114,A1071,A1619,2.75033e+006,1,2.75033e+006,2.75033e+006,0,1,1,3,2,2,1
23115,A253,A1619,1.1317e+006,1,1.1317e+006,1.1317e+006,0,1,1,3,2,2,1
23116,A348,A1619,4.6686e+006,1,4.6686e+006,4.6686e+006,0,1,4,3,2,2,1
23117,A559,A1619,4.31836e+006,1,4.31836e+006,4.31836e+006,0,1,2,3,2,2,1
23114,A913,A2001,53845,1,53845,53845,0,1,3,0,2,0,0
23120,A695,A2126,85636,1,85636,85636,0,1,5,6,2,2,0
23130,A2457,A1120,69984,1,69984,69984,0,1,5,2,2,2,0
23137,A2007,A2494,91227,1,91227,91227,0,1,2,3,2,2,0
23141,A1958,A2355,7.87245e+006,1,7.87245e+006,7.87245e+006,0,1,3,1,2,2,1
23142,A2461,A2190,3.50613e+006,1,3.50613e+006,3.50613e+006,0,1,4,4,2,2,1
23143,A1598,A1817,7.29061e+006,1,7.29061e+006,7.29061e+006,0,1,3,2,2,2,1
23144,A65,A1922,5.23263e+006,1,5.23263e+006,5.23263e+006,0,1,11,1,2,2,1
23145,A409,A166,6.19042e+006,1,6.19042e+006,6.19042e+006,0,1,6,0,2,0,1
23151,A1117,A2194,14099,1,14099,14099,0,1,1,0,2,0,0
23152,A1397,A1777,26939,1,26939,26939,0,1,3,4,2,2,0
23161,A2260,A1679,80331,1,80331,80331,0,1,10,0,2,0,0
23162,A1717,A867,66113,1,66113,66113,0,1,3,4,2,2,0
23170,A1609,A71,64247,1,64247,64247,0,1,1,3,2,2,0
23175,A561,A1556,1.00504e+006,1,1.00504e+006,1.00504e+006,0,1,3,2,2,5,1
23180,A2157,A96,87178,1,87178,87178,0,1,5,1,2,2,0
23186,A250,A2056,7787,1,7787,7787,0,1,6,2,5,2,0
23193,A1378,A646,65574,1,65574,65574,0,1,2,2,2,2,0
23197,A1857,A2420,14004,1,14004,14004,0,1,3,2,2,2,0
23203,A1322,A1880,74240,1,74240,74240,0,1,4,4,2,2,0
23208,A1445,A634,89264,1,89264,89264,0,1,4,7,2,5,0
23217,A1718,A1876,75089,1,75089,75089,0,1,2,0,2,0,0
23225,A696,A647,37855,1,37855,37855,0,1,3,1,2,2,0
23230,A1754,A1343,44800,1,44800,44800,0,1,3,1,2,2,0
23240,A1044,A2396,71657,1,71657,71657,0,1,3,7,2,4,0
23241,A2118,A1391,94865,1,94865,94865,0,1,3,1,2,2,0
33249,A1075,A528,5000,1,5000,5000,0,1,2,2,2,2,1
23252,A1311,A1925,43037,1,43037,43037,0,1,2,5,2,5,0
23256,A1165,A1709,99211,1,99211,99211,0,1,6,0,5,0,0
23259,A687,A90,48811,1,48811,48811,0,1,4,2,2,2,0
23266,A838,A1080,54164,1,54164,54164,0,1,1,2,2,2,0
23274,A590,A2136,89819,1,89819,89819,0,1,4,3,2,2,0
23278,A2080,A169,38275,1,38275,38275,0,1,1,1,2,2,0
23285,A829,A948,1.02612e+006,1,1.02612e+006,1.02612e+006,0,1,6,3,2,2,1
23291,A356,A2168,87939,1,87939,87939,0,1,2,1,2,2,0
23294,A2478,A816,5560,1,5560,5560,0,1,5,1,2,2,0
23302,A2214,A198,65363,1,65363,65363,0,1,2,2,2,2,0
23312,A1702,A1989,26516,1,26516,26516,0,1,5,1,2,2,0
23320,A1864,A984,77113,1,77113,77113,0,1,3,3,2,2,0
23325,A1224,A1356,55275,1,55275,55275,0,1,6,1,5,2,0
23330,A2066,A454,65607,1,65607,65607,0,1,4,5,2,2,0
23336,A455,A442,78368,1,78368,78368,0,1,4,1,5,2,0
23343,A2352,A1291,14372,1,14372,14372,0,1,2,3,2,2,0
23353,A555,A788,22010,1,22010,22010,0,1,3,2,2,2,0
23355,A287,A1276,8269,1,8269,8269,0,1,5,0,2,0,0
23356,A587,A1543,29432,1,29432,29432,0,1,4,3,2,2,0
23363,A59,A1580,1000,1,1000,1000,0,1,3,9,2,2,1
23364,A1580,A1803,1000,1,1000,1000,0,1,10,0,2,0,1
23365,A1803,A1153,1000,1,1000,1000,0,1,1,4,2,2,1
23366,A1153,A59,1000,1,1000,1000,0,1,5,3,7,2,1
23365,A506,A1217,93023,1,93023,93023,0,1,4,0,2,0,0
23367,A1721,A1171,13838,1,13838,13838,0,1,3,1,2,2,0
23372,A1857,A2372,14121,1,14121,14121,0,1,4,2,2,2,0
23379,A1958,A692,53541,1,53541,53541,0,1,4,2,2,2,0
23380,A1480,A2078,49941,1,49941,49941,0,1,3,1,2,2,0
23386,A2200,A1084,65446,1,65446,65446,0,1,2,3,2,2,0
23396,A1230,A2472,60669,1,60669,60669,0,1,3,4,2,2,0
23406,A1132,A1285,6.60334e+006,1,6.60334e+006,6.60334e+006,0,1,6,5,5,5,1
23407,A1132,A1772,4.21825e+006,1,4.21825e+006,4.21825e+006,0,1,7,1,7,2,1
23408,A1132,A976,9.80099e+006,1,9.80099e+006,9.80099e+006,0,1,8,3,7,2,1
23409,A1132,A1057,1.21729e+006,1,1.21729e+006,1.21729e+006,0,1,9,3,7,2,1
23411,A2156,A1539,17441,1,17441,17441,0,1,3,3,2,2,0
23417,A2023,A39,5377,1,5377,5377,0,1,2,0,2,0,0
23427,A185,A512,12750,1,12750,12750,0,1,7,3,4,2,0
23435,A936,A1735,82592,1,82592,82592,0,1,2,1,2,2,0
23438,A115,A235,91115,1,91115,91115,0,1,2,4,2,2,0
23439,A2029,A989,29751,1,29751,29751,0,1,6,0,2,0,0
23443,A908,A52,1498,1,1498,1498,0,1,3,1,2,2,1
23444,A908,A360,1289,1,1289,1289,0,1,4,6,2,2,1
23445,A908,A1434,1485,1,1485,1485,0,1,5,0,2,0,1
23446,A908,A727,1499,1,1499,1499,0,1,6,1,2,2,1
23447,A908,A1183,1826,1,1826,1826,0,1,7,1,2,2,1
23448,A908,A2060,1957,1,1957,1957,0,1,8,1,2,2,1
23449,A908,A515,1650,1,1650,1650,0,1,9,3,2,2,1
23450,A908,A2007,1907,1,1907,1907,0,1,10,2,2,2,1
23451,A908,A1387,684,1,684,684,0,1,11,5,2,2,1
23444,A1603,A2135,95704,1,95704,95704,0,1,6,2,2,2,0
23450,A450,A1332,84515,1,84515,84515,0,1,2,2,2,2,0
23457,A2385,A1236,6310,1,6310,6310,0,1,1,2,2,2,0
23461,A1669,A58,7995,1,7995,7995,0,1,5,5,2,4,0
23468,A898,A2405,1184,1,1184,1184,0,1,4,3,2,2,1
23469,A898,A770,883,1,883,883,0,1,5,5,2,2,1
23470,A898,A1069,1260,1,1260,1260,0,1,6,4,2,2,1
23471,A898,A2093,804,1,804,804,0,1,7,3,2,2,1
23472,A898,A1618,1743,1,1743,1743,0,1,8,4,2,2,1
23473,A898,A276,1715,1,1715,1715,0,1,9,6,2,2,1
23474,A898,A334,797,1,797,797,0,1,10,2,2,2,1
23475,A898,A2325,1423,1,1423,1423,0,1,11,1,2,2,1
23477,A1589,A2375,80349,1,80349,80349,0,1,2,3,2,2,0
23482,A2340,A2079,78933,1,78933,78933,0,1,2,3,2,2,0
23492,A920,A240,382,1,382,382,0,1,6,1,2,2,0
23500,A1065,A840,84527,1,84527,84527,0,1,3,3,2,2,0
23506,A322,A1729,12982,1,12982,12982,0,1,3,1,2,2,0
23510,A550,A1154,1330,1,1330,1330,0,1,2,2,2,2,1
23511,A550,A454,1499,1,1499,1499,0,1,3,5,2,2,1
23512,A550,A835,721,1,721,721,0,1,4,2,2,2,1
23513,A550,A2338,1528,1,1528,1528,0,1,5,6,2,2,1
23514,A550,A999,1455,1,1455,1455,0,1,6,7,2,2,1
23515,A550,A2147,1243,1,1243,1243,0,1,7,4,2,2,1
23516,A550,A927,1295,1,1295,1295,0,1,8,2,2,2,1
23517,A550,A1721,807,1,807,807,0,1,9,3,2,2,1
23518,A550,A790,524,1,524,524,0,1,10,3,2,2,1
23519,A550,A773,1213,1,1213,1213,0,1,11,1,2,2,1
23520,A550,A1927,922,1,922,922,0,1,12,11,2,2,1
23521,A550,A2009,1431,1,1431,1431,0,1,13,1,2,2,1
23517,A1186,A681,64826,1,64826,64826,0,1,2,2,2,2,0
23522,A145,A890,98486,1,98486,98486,0,1,2,1,2,4,0
23526,A1264,A2146,588620,1,588620,588620,0,1,3,1,2,2,1
23534,A1561,A848,19613,1,19613,19613,0,1,5,1,2,2,0
33541,A2109,A620,5000,1,5000,5000,0,1,4,0,2,0,1
23545,A2213,A14,53467,1,53467,53467,0,1,3,3,2,2,0
23555,A1692,A569,9337,1,9337,9337,0,1,6,1,2,2,0
23557,A385,A671,87575,1,87575,87575,0,1,4,1,2,2,0
23565,A123,A857,27111,1,27111,27111,0,1,4,1,2,2,0
23572,A1245,A1967,34358,1,34358,34358,0,1,2,1,2,2,0
23574,A649,A1697,9990,1,9990,9990,0,1,4,1,2,5,0
23575,A2013,A202,73279,1,73279,73279,0,1,4,2,2,2,0
23585,A127,A922,63860,1,63860,63860,0,1,3,1,2,0,0
23587,A637,A1028,34913,1,34913,34913,0,1,2,2,2,2,0
23595,A1352,A1699,60041,1,60041,60041,0,1,1,0,2,0,0
23601,A1863,A2276,50554,1,50554,50554,0,1,4,1,2,2,0
23603,A1351,A622,1000,1,1000,1000,0,1,4,3,2,2,1
23604,A622,A1164,1000,1,1000,1000,0,1,4,2,2,2,1
23605,A1164,A1197,1000,1,1000,1000,0,1,3,0,2,0,1
23606,A1197,A1351,1000,1,1000,1000,0,1,1,4,2,2,1
23612,A2051,A1457,73094,1,73094,73094,0,1,3,0,2,0,0
23621,A17,A303,36666,1,36666,36666,0,1,3,5,2,2,0
23626,A1810,A2035,77290,1,77290,77290,0,1,2,1,2,2,0
23628,A1442,A1805,54888,1,54888,54888,0,1,2,2,5,2,0
23635,A1343,A1102,9.45496e+006,1,9.45496e+006,9.45496e+006,0,1,2,1,2,2,1
23636,A1343,A2305,5.11583e+006,1,5.11583e+006,5.11583e+006,0,1,3,2,2,2,1
23637,A1343,A2378,4.97459e+006,1,4.97459e+006,4.97459e+006,0,1,4,2,5,5,1
23638,A1343,A1311,7.68437e+006,1,7.68437e+006,7.68437e+006,0,1,5,2,5,2,1
23642,A2222,A1393,276182,1,276182,276182,0,1,1,5,2,2,1
23652,A1506,A2435,83586,1,83586,83586,0,1,2,1,2,2,0
23656,A2312,A1494,9.918e+006,1,9.918e+006,9.918e+006,0,1,2,0,2,0,1
23663,A480,A2373,29299,1,29299,29299,0,1,2,2,2,2,0
23666,A126,A1701,59320,1,59320,59320,0,1,3,2,2,2,0
23670,A2176,A2019,78719,1,78719,78719,0,1,6,6,2,4,0
23673,A120,A916,391560,1,391560,391560,0,1,5,8,2,7,1
23682,A411,A274,25012,1,25012,25012,0,1,2,2,2,2,0
23690,A901,A1815,11719,1,11719,11719,0,1,3,2,2,2,0
23694,A916,A1210,93419,1,93419,93419,0,1,9,4,7,2,0
23701,A1885,A413,74770,1,74770,74770,0,1,4,1,2,2,0
23708,A1336,A2009,38064,1,38064,38064,0,1,1,1,2,2,0
23716,A1000,A311,51944,1,51944,51944,0,1,1,0,2,0,0
23723,A2182,A2029,50277,1,50277,50277,0,1,3,6,2,2,0
23732,A1757,A2187,4123,1,4123,4123,0,1,3,4,2,2,0
23735,A388,A560,43071,1,43071,43071,0,1,3,4,2,2,0
23738,A2029,A2083,29727,1,29727,29727,0,1,7,11,2,5,0
23739,A2113,A212,40625,1,40625,40625,0,1,1,1,2,2,0
23747,A54,A168,52443,1,52443,52443,0,1,3,5,2,2,0
23757,A144,A1847,15369,1,15369,15369,0,1,4,2,2,2,0
23764,A950,A1266,83273,1,83273,83273,0,1,4,3,2,2,0
23768,A2345,A951,97455,1,97455,97455,0,1,3,2,2,2,0
23778,A863,A440,92085,1,92085,92085,0,1,2,1,2,2,0
23785,A2145,A898,23496,1,23496,23496,0,1,3,11,2,2,0
33790,A1037,A718,5000,1,5000,5000,0,1,4,3,2,2,1
23792,A172,A805,5.92871e+006,1,5.92871e+006,5.92871e+006,0,1,2,2,2,2,1
23793,A172,A2367,4.92936e+006,1,4.92936e+006,4.92936e+006,0,1,3,2,2,2,1
23794,A172,A259,3.04418e+006,1,3.04418e+006,3.04418e+006,0,1,4,5,4,2,1
23795,A172,A2416,609975,1,609975,609975,0,1,5,2,4,2,1
23796,A1834,A1716,61980,1,61980,61980,0,1,1,1,2,2,0
23803,A2145,A2365,23806,1,23806,23806,0,1,4,2,2,2,0
23808,A2311,A1927,9.22947e+006,1,9.22947e+006,9.22947e+006,0,1,2,11,2,2,1
23817,A1189,A797,51185,1,51185,51185,0,1,3,6,2,2,0
23819,A1669,A979,8399,1,8399,8399,0,1,6,0,2,0,0
23829,A1834,A35,62159,1,62159,62159,0,1,2,9,2,4,0
23836,A684,A19,85435,1,85435,85435,0,1,3,0,2,0,0
23838,A481,A912,28041,1,28041,28041,0,1,3,3,2,2,0
23840,A2087,A1700,7999,1,7999,7999,0,1,1,4,2,5,0
23842,A2289,A2264,9122,1,9122,9122,0,1,4,0,2,0,0
23846,A2174,A1819,354060,1,354060,354060,0,1,4,3,2,2,1
23854,A1465,A2063,11694,1,11694,11694,0,1,4,2,2,2,0
23855,A54,A1549,52330,1,52330,52330,0,1,4,2,2,2,0
23864,A2436,A696,81655,1,81655,81655,0,1,10,3,2,5,0
23870,A1907,A263,62443,1,62443,62443,0,1,2,0,2,0,0
23875,A1697,A1953,22499,1,22499,22499,0,1,2,4,5,2,0
23880,A1854,A1460,9204,1,9204,9204,0,1,3,1,2,2,0
23888,A1218,A2123,108,1,108,108,0,1,3,0,2,0,0
23895,A2473,A2349,77010,1,77010,77010,0,1,3,2,2,2,0
23897,A1497,A427,13229,1,13229,13229,0,1,2,3,2,2,0
23904,A1023,A952,44499,1,44499,44499,0,1,3,1,2,2,0
23910,A1175,A1723,65499,1,65499,65499,0,1,1,0,2,0,0
23919,A859,A278,76976,1,76976,76976,0,1,1,3,2,2,0
23920,A1987,A1311,67236,1,67236,67236,0,1,1,2,2,2,0
23924,A847,A2214,95463,1,95463,95463,0,1,2,2,2,2,0
23929,A1473,A567,78301,1,78301,78301,0,1,2,4,2,2,0
23931,A1382,A1928,70202,1,70202,70202,0,1,2,0,2,0,0
23940,A681,A1104,2.43856e+006,1,2.43856e+006,2.43856e+006,0,1,3,2,2,2,1
23942,A2152,A1597,9210,1,9210,9210,0,1,3,5,2,2,0
23950,A1028,A1972,38441,1,38441,38441,0,1,3,13,2,2,0
23953,A884,A1923,35802,1,35802,35802,0,1,2,2,2,2,0
23958,A1819,A760,22468,1,22468,22468,0,1,4,6,2,2,0
23960,A776,A504,92659,1,92659,92659,0,1,2,1,2,2,0
23963,A914,A572,18907,1,18907,18907,0,1,4,1,2,2,0
23966,A2375,A1027,58799,1,58799,58799,0,1,4,18,2,9,0
23972,A264,A2209,67893,1,67893,67893,0,1,3,4,2,2,0
23981,A980,A351,2585,1,2585,2585,0,1,6,3,2,5,0
23988,A832,A650,20356,1,20356,20356,0,1,2,2,2,2,0
23996,A1241,A38,77939,1,77939,77939,0,1,4,3,5,2,0
34004,A2393,A1789,5000,1,5000,5000,0,1,4,1,2,2,1
24006,A1502,A245,69451,1,69451,69451,0,1,1,6,2,4,0
24012,A862,A1221,44039,1,44039,44039,0,1,2,1,2,2,0
24013,A1481,A2230,7667,1,7667,7667,0,1,10,3,5,2,0
24022,A1186,A1619,64402,1,64402,64402,0,1,3,3,2,2,0
24026,A1000,A68,9.29651e+006,1,9.29651e+006,9.29651e+006,0,1,2,0,2,0,1
24033,A1615,A646,2.55441e+006,1,2.55441e+006,2.55441e+006,0,1,1,2,2,2,1
24034,A59,A646,3.95309e+006,1,3.95309e+006,3.95309e+006,0,1,4,2,2,2,1
24035,A1660,A646,5.22782e+006,1,5.22782e+006,5.22782e+006,0,1,6,2,2,2,1
24036,A2112,A646,4.76452e+006,1,4.76452e+006,4.76452e+006,0,1,2,2,2,2,1
24037,A1153,A646,9.57927e+006,1,9.57927e+006,9.57927e+006,0,1,6,2,7,2,1
24035,A982,A1041,86042,1,86042,86042,0,1,1,2,2,2,0
24036,A402,A1591,96906,1,96906,96906,0,1,2,0,2,0,0
24039,A1487,A1304,70790,1,70790,70790,0,1,2,12,2,5,0
