tx_id,sender,receiver,amount,timestamp,device_id,location,tx_type,status,label
5714,A2168,A2311,3608965,22806,D86,Dubai,transfer,success,1
5715,A1583,A2311,8289847,22807,D14,Dubai,transfer,success,1
5716,A416,A2311,1400011,22808,D206,Dubai,transfer,success,1
5717,A1827,A2311,8481597,22809,D57,Dubai,transfer,success,1
5718,A1919,A2200,39077,22807,D200,Pakistan,withdrawal,success,0
5719,A29,A736,48261,22810,D23,Mumbai,payment,success,0
5720,A958,A65,23027,22813,D88,Delhi,transfer,success,0
5721,A1385,A855,77582,22821,D284,Dubai,payment,success,0
5722,A1152,A305,5000,32825,D32,Singapore,transfer,success,1
5723,A11,A2162,4353079,22831,D_SHARED_3,Dubai,transfer,success,1
5724,A2056,A1311,2748487,22832,D_SHARED_3,Dubai,transfer,success,1
5725,A2244,A1193,6926748,22833,D_SHARED_3,Dubai,transfer,success,1
5726,A2005,A1830,1045064,22834,D_SHARED_3,Dubai,transfer,success,1
5727,A954,A2034,8459300,22835,D_SHARED_3,Dubai,transfer,success,1
5728,A2499,A2016,85355,22836,D33,Ladakh,withdrawal,success,0
5729,A931,A98,2855,22837,D79,Singapore,transfer,success,0
5730,A952,A1319,43286,22843,D4,Mumbai,transfer,success,0
5731,A2437,A1814,23689,22851,D58,Bangalore,withdrawal,success,0
5732,A968,A535,5000,32852,D6,Singapore,transfer,success,1
5733,A259,A792,727980,22858,D73,Pakistan,transfer,success,1
5734,A801,A1571,32950,22859,D78,Delhi,transfer,success,0
5735,A1491,A121,57058,22869,D190,London,transfer,success,0
5736,A1119,A1945,3508,22871,D289,Ladakh,withdrawal,success,0
5737,A1610,A1113,59947,22873,D98,London,withdrawal,success,0
5738,A2278,A1662,68373,22880,D92,Singapore,withdrawal,success,0
5739,A1043,A230,40561,22882,D154,London,payment,success,0
5740,A329,A1010,8665,22887,D195,Singapore,withdrawal,success,0
5741,A409,A1124,66553,22888,D298,Delhi,payment,success,0
5742,A1705,A292,35890,22895,D40,London,transfer,success,0
5743,A119,A395,44299,22900,D208,Bangalore,payment,success,0
5744,A308,A1980,35093,22907,D169,Pakistan,transfer,success,0
5745,A843,A2274,1214,22910,D129,London,payment,success,0
5746,A1322,A777,73869,22918,D87,Singapore,transfer,success,0
5747,A2409,A748,33201,22928,D247,Ladakh,transfer,success,0
5748,A2044,A716,50104,22934,D8,Bangalore,transfer,success,0
5749,A779,A881,91756,22944,D284,Singapore,withdrawal,success,0
5750,A1045,A123,80637,22945,D125,Pakistan,transfer,success,0
5751,A1263,A1574,52360,22955,D131,Delhi,withdrawal,success,0
5752,A2283,A953,12495,22963,D203,Delhi,withdrawal,success,0
5753,A1421,A537,82035,22970,D262,London,withdrawal,success,0
5754,A638,A1939,1619,22978,D1,Bangalore,payment,success,0
5755,A1277,A13,18981,22982,D227,London,transfer,success,0
5756,A1007,A1107,26712,22989,D276,Bangalore,transfer,success,0
5757,A546,A377,6574,22994,D167,Dubai,withdrawal,success,0
5758,A1703,A868,38548,23000,D84,Pakistan,transfer,success,0
5759,A746,A890,26210,23009,D187,Ladakh,payment,success,0
5760,A1256,A834,34611,23011,D117,Ladakh,payment,success,0
5761,A1914,A1087,1679,23014,D136,Singapore,transfer,success,1
5762,A1914,A1201,1662,23015,D171,Singapore,transfer,success,1
5763,A1914,A1959,1813,23016,D148,Singapore,transfer,success,1
5764,A1914,A683,665,23017,D284,Singapore,transfer,success,1
5765,A1914,A2177,1971,23018,D154,Singapore,transfer,success,1
5766,A1914,A736,1780,23019,D154,Singapore,transfer,success,1
5767,A1914,A1551,986,23020,D259,Singapore,transfer,success,1
5768,A1914,A450,1251,23021,D39,Singapore,transfer,success,1
5769,A1914,A662,1778,23022,D57,Singapore,transfer,success,1
5770,A1914,A504,1335,23023,D140,Singapore,transfer,success,1
5771,A712,A1031,16055,23022,D194,Delhi,transfer,success,0
5772,A837,A1324,82578,23027,D12,Singapore,withdrawal,success,0
5773,A2031,A1535,81351,23037,D101,Ladakh,payment,success,0
5774,A251,A1904,78157,23041,D81,Mumbai,transfer,success,0
5775,A309,A2167,95685,23046,D260,Delhi,withdrawal,success,0
5776,A703,A2285,4363441,23050,D167,Dubai,transfer,success,1
5777,A806,A2285,1278854,23051,D14,Dubai,transfer,success,1
5778,A2061,A2285,1540081,23052,D72,Dubai,transfer,success,1
5779,A1029,A2285,6786516,23053,D154,Dubai,transfer,success,1
5780,A978,A2285,8026334,23054,D274,Dubai,transfer,success,1
5781,A1264,A843,29589,23057,D99,Delhi,withdrawal,success,0
5782,A1703,A55,38039,23059,D84,Pakistan,transfer,success,0
5783,A2437,A1693,23820,23060,D58,Bangalore,withdrawal,success,0
5784,A2487,A420,29070,23068,D234,Pakistan,withdrawal,success,0
5785,A152,A1581,66259,23076,D170,Mumbai,transfer,success,0
5786,A1794,A343,5872063,23083,D298,Delhi,transfer,success,1
5787,A1305,A10,1040100,23085,D154,London,transfer,success,1
5788,A1042,A216,1784,23089,D_SHARED_2,Dubai,transfer,success,1
5789,A216,A767,1784,23090,D_SHARED_5,Dubai,transfer,success,1
5790,A767,A1042,1784,23091,D_SHARED_5,Dubai,transfer,success,1
5791,A2095,A930,7867,23098,D101,Delhi,transfer,success,0
5792,A328,A1083,22302,23107,D204,Mumbai,transfer,success,0
5793,A1560,A1619,7594451,23113,D259,Dubai,transfer,success,1
5794,A1071,A1619,2750333,23114,D17,Dubai,transfer,success,1
5795,A253,A1619,1131703,23115,D147,Dubai,transfer,success,1
5796,A348,A1619,4668604,23116,D139,Dubai,transfer,success,1
5797,A559,A1619,4318357,23117,D201,Dubai,transfer,success,1
5798,A913,A2001,53845,23114,D181,London,transfer,success,0
5799,A695,A2126,85636,23120,D3,Singapore,withdrawal,success,0
5800,A2457,A1120,69984,23130,D258,Mumbai,withdrawal,success,0
5801,A2007,A2494,91227,23137,D25,Singapore,withdrawal,success,0
5802,A1958,A2355,7872454,23141,D_SHARED_4,Dubai,transfer,success,1
5803,A2461,A2190,3506127,23142,D_SHARED_4,Dubai,transfer,success,1
5804,A1598,A1817,7290613,23143,D_SHARED_4,Dubai,transfer,success,1
5805,A65,A1922,5232627,23144,D_SHARED_4,Dubai,transfer,success,1
5806,A409,A166,6190419,23145,D_SHARED_4,Dubai,transfer,success,1
5807,A1117,A2194,14099,23151,D163,Delhi,withdrawal,success,0
5808,A1397,A1777,26939,23152,D81,Ladakh,transfer,success,0
5809,A2260,A1679,80331,23161,D45,Mumbai,withdrawal,success,0
5810,A1717,A867,66113,23162,D297,London,payment,success,0
5811,A1609,A71,64247,23170,D168,Mumbai,withdrawal,success,0
5812,A561,A1556,1005040,23175,D79,Singapore,transfer,success,1
5813,A2157,A96,87178,23180,D173,Bangalore,payment,success,0
5814,A250,A2056,7787,23186,D26,Ladakh,payment,success,0
5815,A1378,A646,65574,23193,D167,Bangalore,withdrawal,success,0
5816,A1857,A2420,14004,23197,D27,Bangalore,withdrawal,success,0
5817,A1322,A1880,74240,23203,D87,Singapore,payment,success,0
5818,A1445,A634,89264,23208,D54,Mumbai,withdrawal,success,0
5819,A1718,A1876,75089,23217,D27,Mumbai,transfer,success,0
5820,A696,A647,37855,23225,D264,London,withdrawal,success,0
5821,A1754,A1343,44800,23230,D14,Ladakh,transfer,success,0
5822,A1044,A2396,71657,23240,D104,Mumbai,transfer,success,0
5823,A2118,A1391,94865,23241,D162,Ladakh,transfer,success,0
5824,A1075,A528,5000,33249,D145,Singapore,transfer,success,1
5825,A1311,A1925,43037,23252,D114,London,payment,success,0
5826,A1165,A1709,99211,23256,D44,Dubai,payment,success,0
5827,A687,A90,48811,23259,D148,Dubai,transfer,success,0
5828,A838,A1080,54164,23266,D40,Mumbai,withdrawal,success,0
5829,A590,A2136,89819,23274,D206,Delhi,withdrawal,success,0
5830,A2080,A169,38275,23278,D53,Mumbai,transfer,success,0
5831,A829,A948,1026115,23285,D259,London,transfer,success,1
5832,A356,A2168,87939,23291,D163,Ladakh,transfer,success,0
5833,A2478,A816,5560,23294,D38,Dubai,transfer,success,0
5834,A2214,A198,65363,23302,D154,London,transfer,success,0
5835,A1702,A1989,26516,23312,D68,London,payment,success,0
5836,A1864,A984,77113,23320,D185,Singapore,payment,success,0
5837,A1224,A1356,55275,23325,D276,Dubai,transfer,success,0
5838,A2066,A454,65607,23330,D3,Delhi,transfer,success,0
5839,A455,A442,78368,23336,D63,Mumbai,transfer,success,0
5840,A2352,A1291,14372,23343,D218,Pakistan,withdrawal,success,0
5841,A555,A788,22010,23353,D28,Singapore,transfer,success,0
5842,A287,A1276,8269,23355,D189,Delhi,withdrawal,success,0
5843,A587,A1543,29432,23356,D212,Singapore,transfer,success,0
5844,A59,A1580,1000,23363,D_SHARED_1,Dubai,transfer,success,1
5845,A1580,A1803,1000,23364,D_SHARED_1,Dubai,transfer,success,1
5846,A1803,A1153,1000,23365,D_SHARED_1,Dubai,transfer,success,1
5847,A1153,A59,1000,23366,D_SHARED_1,Dubai,transfer,success,1
5848,A506,A1217,93023,23365,D294,Ladakh,transfer,success,0
5849,A1721,A1171,13838,23367,D182,London,withdrawal,success,0
5850,A1857,A2372,14121,23372,D27,Bangalore,transfer,success,0
5851,A1958,A692,53541,23379,D89,Delhi,transfer,success,0
5852,A1480,A2078,49941,23380,D30,London,transfer,success,0
5853,A2200,A1084,65446,23386,D42,Singapore,withdrawal,success,0
5854,A1230,A2472,60669,23396,D103,Singapore,withdrawal,success,0
5855,A1132,A1285,6603339,23406,D151,Singapore,transfer,failed,1
5856,A1132,A1772,4218248,23407,D165,Bangalore,transfer,failed,1
5857,A1132,A976,9800993,23408,D4,Delhi,transfer,failed,1
5858,A1132,A1057,1217292,23409,D190,Bangalore,transfer,success,1
5859,A2156,A1539,17441,23411,D105,Ladakh,withdrawal,success,0
5860,A2023,A39,5377,23417,D144,Ladakh,payment,success,0
5861,A185,A512,12750,23427,D300,Delhi,payment,success,0
5862,A936,A1735,82592,23435,D224,London,transfer,success,0
5863,A115,A235,91115,23438,D159,Mumbai,payment,success,0
5864,A2029,A989,29751,23439,D80,Singapore,withdrawal,success,0
5865,A908,A52,1498,23443,D66,Singapore,transfer,success,1
5866,A908,A360,1289,23444,D138,Singapore,transfer,success,1
5867,A908,A1434,1485,23445,D166,Singapore,transfer,success,1
5868,A908,A727,1499,23446,D177,Singapore,transfer,success,1
5869,A908,A1183,1826,23447,D92,Singapore,transfer,success,1
5870,A908,A2060,1957,23448,D104,Singapore,transfer,success,1
5871,A908,A515,1650,23449,D205,Singapore,transfer,success,1
5872,A908,A2007,1907,23450,D258,Singapore,transfer,success,1
5873,A908,A1387,684,23451,D182,Singapore,transfer,success,1
5874,A1603,A2135,95704,23444,D127,Dubai,payment,success,0
5875,A450,A1332,84515,23450,D212,Pakistan,transfer,success,0
5876,A2385,A1236,6310,23457,D290,Dubai,withdrawal,success,0
5877,A1669,A58,7995,23461,D167,Bangalore,transfer,success,0
5878,A898,A2405,1184,23468,D213,Singapore,transfer,success,1
5879,A898,A770,883,23469,D68,Singapore,transfer,success,1
5880,A898,A1069,1260,23470,D39,Singapore,transfer,success,1
5881,A898,A2093,804,23471,D192,Singapore,transfer,success,1
5882,A898,A1618,1743,23472,D207,Singapore,transfer,success,1
5883,A898,A276,1715,23473,D66,Singapore,transfer,success,1
5884,A898,A334,797,23474,D220,Singapore,transfer,success,1
5885,A898,A2325,1423,23475,D160,Singapore,transfer,success,1
5886,A1589,A2375,80349,23477,D106,London,withdrawal,success,0
5887,A2340,A2079,78933,23482,D184,Ladakh,transfer,success,0
5888,A920,A240,382,23492,D79,Singapore,transfer,success,0
5889,A1065,A840,84527,23500,D264,Mumbai,transfer,success,0
5890,A322,A1729,12982,23506,D102,Mumbai,transfer,success,0
5891,A550,A1154,1330,23510,D6,Singapore,transfer,success,1
5892,A550,A454,1499,23511,D200,Singapore,transfer,success,1
5893,A550,A835,721,23512,D47,Singapore,transfer,success,1
5894,A550,A2338,1528,23513,D218,Singapore,transfer,success,1
5895,A550,A999,1455,23514,D9,Singapore,transfer,success,1
5896,A550,A2147,1243,23515,D178,Singapore,transfer,success,1
5897,A550,A927,1295,23516,D3,Singapore,transfer,success,1
5898,A550,A1721,807,23517,D89,Singapore,transfer,success,1
5899,A550,A790,524,23518,D212,Singapore,transfer,success,1
5900,A550,A773,1213,23519,D214,Singapore,transfer,success,1
5901,A550,A1927,922,23520,D181,Singapore,transfer,success,1
5902,A550,A2009,1431,23521,D192,Singapore,transfer,success,1
5903,A1186,A681,64826,23517,D22,Singapore,transfer,success,0
5904,A145,A890,98486,23522,D156,Singapore,payment,success,0
5905,A1264,A2146,588620,23526,D99,Delhi,transfer,success,1
5906,A1561,A848,19613,23534,D77,Ladakh,payment,success,0
5907,A2109,A620,5000,33541,D7,Singapore,transfer,success,1
5908,A2213,A14,53467,23545,D256,Mumbai,withdrawal,success,0
5909,A1692,A569,9337,23555,D94,Bangalore,withdrawal,success,0
5910,A385,A671,87575,23557,D107,Ladakh,payment,success,0
5911,A123,A857,27111,23565,D157,Pakistan,transfer,success,0
5912,A1245,A1967,34358,23572,D187,Pakistan,withdrawal,success,0
5913,A649,A1697,9990,23574,D255,Mumbai,payment,success,0
5914,A2013,A202,73279,23575,D226,Delhi,withdrawal,success,0
5915,A127,A922,63860,23585,D219,Pakistan,withdrawal,success,0
5916,A637,A1028,34913,23587,D61,Dubai,transfer,success,0
5917,A1352,A1699,60041,23595,D51,London,transfer,success,0
5918,A1863,A2276,50554,23601,D59,Dubai,payment,success,0
5919,A1351,A622,1000,23603,D_SHARED_1,Dubai,transfer,success,1
5920,A622,A1164,1000,23604,D_SHARED_1,Dubai,transfer,success,1
5921,A1164,A1197,1000,23605,D_SHARED_1,Dubai,transfer,success,1
5922,A1197,A1351,1000,23606,D_SHARED_1,Dubai,transfer,success,1
5923,A2051,A1457,73094,23612,D269,Delhi,withdrawal,success,0
5924,A17,A303,36666,23621,D275,Pakistan,transfer,success,0
5925,A1810,A2035,77290,23626,D154,Pakistan,payment,success,0
5926,A1442,A1805,54888,23628,D178,Bangalore,transfer,success,0
5927,A1343,A1102,9454958,23635,D13,Bangalore,transfer,failed,1
5928,A1343,A2305,5115829,23636,D288,Singapore,transfer,failed,1
5929,A1343,A2378,4974588,23637,D98,Singapore,transfer,failed,1
5930,A1343,A1311,7684373,23638,D246,Pakistan,transfer,success,1
5931,A2222,A1393,276182,23642,D18,London,transfer,success,1
5932,A1506,A2435,83586,23652,D299,Ladakh,withdrawal,success,0
5933,A2312,A1494,9917996,23656,D97,London,transfer,success,1
5934,A480,A2373,29299,23663,D106,Ladakh,transfer,success,0
5935,A126,A1701,59320,23666,D155,Delhi,withdrawal,success,0
5936,A2176,A2019,78719,23670,D163,Ladakh,payment,success,0
5937,A120,A916,391560,23673,D143,London,transfer,success,1
5938,A411,A274,25012,23682,D84,Delhi,payment,success,0
5939,A901,A1815,11719,23690,D65,Singapore,transfer,success,0
5940,A916,A1210,93419,23694,D157,London,payment,success,0
5941,A1885,A413,74770,23701,D240,London,payment,success,0
5942,A1336,A2009,38064,23708,D100,Pakistan,payment,success,0
5943,A1000,A311,51944,23716,D129,Delhi,payment,success,0
5944,A2182,A2029,50277,23723,D200,Ladakh,payment,success,0
5945,A1757,A2187,4123,23732,D245,Bangalore,transfer,success,0
5946,A388,A560,43071,23735,D116,Pakistan,payment,success,0
5947,A2029,A2083,29727,23738,D80,Singapore,withdrawal,success,0
5948,A2113,A212,40625,23739,D8,Mumbai,withdrawal,success,0
5949,A54,A168,52443,23747,D293,Pakistan,transfer,success,0
5950,A144,A1847,15369,23757,D105,Pakistan,payment,success,0
5951,A950,A1266,83273,23764,D95,Bangalore,payment,success,0
5952,A2345,A951,97455,23768,D12,Ladakh,withdrawal,success,0
5953,A863,A440,92085,23778,D191,London,withdrawal,success,0
5954,A2145,A898,23496,23785,D39,London,payment,success,0
5955,A1037,A718,5000,33790,D184,Singapore,transfer,success,1
5956,A172,A805,5928711,23792,D154,Delhi,transfer,failed,1
5957,A172,A2367,4929361,23793,D86,Singapore,transfer,failed,1
5958,A172,A259,3044179,23794,D161,Ladakh,transfer,failed,1
5959,A172,A2416,609975,23795,D117,Bangalore,transfer,success,1
5960,A1834,A1716,61980,23796,D200,Pakistan,withdrawal,success,0
5961,A2145,A2365,23806,23803,D39,London,transfer,success,0
5962,A2311,A1927,9229469,23808,D112,London,transfer,success,1
5963,A1189,A797,51185,23817,D268,Delhi,withdrawal,success,0
5964,A1669,A979,8399,23819,D167,Bangalore,withdrawal,success,0
5965,A1834,A35,62159,23829,D200,Pakistan,payment,success,0
5966,A684,A19,85435,23836,D123,Singapore,withdrawal,success,0
5967,A481,A912,28041,23838,D180,Pakistan,transfer,success,0
5968,A2087,A1700,7999,23840,D175,Ladakh,payment,success,0
5969,A2289,A2264,9122,23842,D225,Pakistan,transfer,success,0
5970,A2174,A1819,354060,23846,D4,Pakistan,transfer,success,1
5971,A1465,A2063,11694,23854,D204,Bangalore,withdrawal,success,0
5972,A54,A1549,52330,23855,D293,Pakistan,payment,success,0
5973,A2436,A696,81655,23864,D42,Pakistan,payment,success,0
5974,A1907,A263,62443,23870,D119,Dubai,payment,success,0
5975,A1697,A1953,22499,23875,D240,Delhi,withdrawal,success,0
5976,A1854,A1460,9204,23880,D154,Delhi,payment,success,0
5977,A1218,A2123,108,23888,D140,Mumbai,transfer,success,0
5978,A2473,A2349,77010,23895,D119,London,withdrawal,success,0
5979,A1497,A427,13229,23897,D164,Ladakh,payment,success,0
5980,A1023,A952,44499,23904,D188,Dubai,transfer,success,0
5981,A1175,A1723,65499,23910,D19,London,withdrawal,success,0
5982,A859,A278,76976,23919,D115,Singapore,payment,success,0
5983,A1987,A1311,67236,23920,D220,Delhi,payment,success,0
5984,A847,A2214,95463,23924,D122,London,transfer,success,0
5985,A1473,A567,78301,23929,D44,Mumbai,payment,success,0
5986,A1382,A1928,70202,23931,D69,Pakistan,withdrawal,success,0
5987,A681,A1104,2438565,23940,D238,London,transfer,success,1
5988,A2152,A1597,9210,23942,D193,Mumbai,withdrawal,success,0
5989,A1028,A1972,38441,23950,D67,Singapore,withdrawal,success,0
5990,A884,A1923,35802,23953,D149,Singapore,withdrawal,success,0
5991,A1819,A760,22468,23958,D43,Delhi,withdrawal,success,0
5992,A776,A504,92659,23960,D39,Dubai,transfer,success,0
5993,A914,A572,18907,23963,D221,Pakistan,payment,success,0
5994,A2375,A1027,58799,23966,D171,Pakistan,payment,success,0
5995,A264,A2209,67893,23972,D212,Ladakh,payment,success,0
5996,A980,A351,2585,23981,D246,Singapore,payment,success,0
5997,A832,A650,20356,23988,D175,Pakistan,payment,success,0
5998,A1241,A38,77939,23996,D29,London,payment,success,0
5999,A2393,A1789,5000,34004,D72,Singapore,transfer,success,1
6000,A1502,A245,69451,24006,D214,Bangalore,withdrawal,success,0
6001,A862,A1221,44039,24012,D261,Mumbai,transfer,success,0
6002,A1481,A2230,7667,24013,D22,Mumbai,transfer,success,0
6003,A1186,A1619,64402,24022,D22,Singapore,payment,success,0
6004,A1000,A68,9296509,24026,D151,London,transfer,success,1
6005,A1615,A646,2554412,24033,D264,Dubai,transfer,success,1
6006,A59,A646,3953089,24034,D107,Dubai,transfer,success,1
6007,A1660,A646,5227820,24035,D26,Dubai,transfer,success,1
6008,A2112,A646,4764523,24036,D256,Dubai,transfer,success,1
6009,A1153,A646,9579272,24037,D42,Dubai,transfer,success,1
6010,A982,A1041,86042,24035,D114,Delhi,transfer,success,0
6011,A402,A1591,96906,24036,D212,Dubai,transfer,success,0
6012,A1487,A1304,70790,24039,D122,Ladakh,transfer,success,0
6013,A2185,A1357,89474,24044,D168,Mumbai,transfer,success,0
6014,A1442,A312,54880,24047,D178,Bangalore,withdrawal,success,0
6015,A2159,A1749,91570,24048,D113,Mumbai,withdrawal,success,0
6016,A247,A749,90066,24049,D238,Dubai,transfer,success,0
6017,A73,A426,58576,24054,D135,London,withdrawal,success,0
6018,A550,A1280,43427,24061,D48,Delhi,transfer,success,0
6019,A2014,A2236,2237,24062,D184,London,transfer,success,0
6020,A1764,A1431,90957,24065,D173,Delhi,transfer,success,0
6021,A867,A2150,99767,24070,D217,Singapore,transfer,success,0
6022,A63,A703,1762,24078,D265,Singapore,transfer,success,1
6023,A63,A1536,549,24079,D87,Singapore,transfer,success,1
6024,A63,A999,1854,24080,D14,Singapore,transfer,success,1
6025,A63,A1418,1808,24081,D16,Singapore,transfer,success,1
6026,A63,A1744,1388,24082,D228,Singapore,transfer,success,1
6027,A63,A387,1017,24083,D277,Singapore,transfer,success,1
6028,A63,A1392,979,24084,D114,Singapore,transfer,success,1
6029,A63,A816,749,24085,D256,Singapore,transfer,success,1
6030,A63,A331,1021,24086,D234,Singapore,transfer,success,1
6031,A63,A2355,1148,24087,D183,Singapore,transfer,success,1
6032,A63,A1047,635,24088,D88,Singapore,transfer,success,1
6033,A63,A2306,1631,24089,D85,Singapore,transfer,success,1
6034,A2372,A729,77756,24083,D109,Delhi,transfer,success,0
6035,A2249,A296,429,24086,D287,London,withdrawal,success,0
6036,A1451,A569,15232,24096,D226,Pakistan,transfer,success,0
6037,A1762,A681,90218,24099,D295,Mumbai,transfer,success,0
6038,A557,A1141,30357,24107,D184,Dubai,transfer,success,0
6039,A222,A1012,38123,24117,D287,London,payment,success,0
6040,A690,A1993,33068,24118,D204,Bangalore,withdrawal,success,0
6041,A1154,A1212,87096,24122,D223,Dubai,payment,success,0
6042,A863,A2442,92472,24129,D191,London,transfer,success,0
6043,A2149,A79,1309,24138,D261,Singapore,withdrawal,success,0
6044,A1178,A2280,97297,24143,D170,Delhi,withdrawal,success,0
6045,A2420,A192,67720,24147,D248,Dubai,transfer,success,0
6046,A2094,A2030,52614,24152,D114,Bangalore,payment,success,0
6047,A2282,A514,3546865,24162,D_SHARED_1,Dubai,transfer,success,1
6048,A1912,A2000,2858861,24163,D_SHARED_1,Dubai,transfer,success,1
6049,A430,A244,872276,24164,D_SHARED_1,Dubai,transfer,success,1
6050,A1980,A1037,4847713,24165,D_SHARED_1,Dubai,transfer,success,1
6051,A1054,A1928,9603174,24166,D_SHARED_1,Dubai,transfer,success,1
6052,A294,A1932,16884,24166,D249,Singapore,withdrawal,success,0
6053,A2163,A2065,1026,24171,D123,Ladakh,withdrawal,success,0
6054,A1994,A853,80154,24178,D272,Delhi,payment,success,0
6055,A1813,A554,97429,24185,D197,Pakistan,payment,success,0
6056,A1197,A1925,35107,24192,D54,Bangalore,transfer,success,0
6057,A864,A2053,84311,24199,D79,London,withdrawal,success,0
6058,A20,A1254,74223,24209,D15,Mumbai,transfer,success,0
6059,A2490,A1346,1000,24216,D_SHARED_1,Dubai,transfer,success,1
6060,A1346,A1979,1000,24217,D_SHARED_1,Dubai,transfer,success,1
6061,A1979,A1807,1000,24218,D_SHARED_1,Dubai,transfer,success,1
6062,A1807,A2490,1000,24219,D_SHARED_1,Dubai,transfer,success,1
6063,A1716,A2297,1000,24222,D_SHARED_1,Dubai,transfer,success,1
6064,A2297,A1187,1000,24223,D_SHARED_1,Dubai,transfer,success,1
6065,A1187,A2290,1000,24224,D_SHARED_1,Dubai,transfer,success,1
6066,A2290,A1716,1000,24225,D_SHARED_1,Dubai,transfer,success,1
6067,A405,A1751,86930,24223,D265,Singapore,payment,success,0
6068,A1884,A1291,43774,24231,D9,Bangalore,transfer,success,0
6069,A1579,A1097,47115,24237,D147,Dubai,withdrawal,success,0
6070,A902,A47,27831,24246,D184,Dubai,transfer,success,0
6071,A1417,A771,24139,24255,D287,Ladakh,payment,success,0
6072,A2468,A2003,5110110,24256,D234,London,transfer,success,1
6073,A827,A1842,61247,24261,D19,Singapore,withdrawal,success,0
6074,A278,A2471,30499,24268,D44,Delhi,payment,success,0
6075,A1378,A2356,65071,24275,D167,Bangalore,transfer,success,0
6076,A1028,A87,38783,24276,D67,Singapore,payment,success,0
6077,A1645,A2218,4664,24280,D209,Pakistan,transfer,success,0
6078,A83,A1202,1684,24289,D112,London,withdrawal,success,0
6079,A1286,A1759,47732,24297,D229,Dubai,transfer,success,0
6080,A662,A427,48758,24305,D123,Bangalore,withdrawal,success,0
6081,A1739,A2361,77499,24313,D52,Pakistan,payment,success,0
6082,A288,A487,30303,24317,D2,Pakistan,payment,success,0
6083,A1801,A2278,12793,24326,D251,London,transfer,success,0
6084,A1955,A655,1593,24333,D221,Singapore,withdrawal,success,0
6085,A2404,A482,87648,24336,D13,Mumbai,withdrawal,success,0
6086,A2386,A263,20110,24339,D221,Bangalore,transfer,success,0
6087,A1425,A2295,69960,24348,D109,Singapore,payment,success,0
6088,A879,A1867,6984911,24352,D105,Mumbai,transfer,success,1
6089,A2317,A1653,79609,24361,D266,Pakistan,transfer,success,0
6090,A1783,A1047,76463,24369,D198,Ladakh,payment,success,0
6091,A149,A1821,1105,24374,D_SHARED_2,Dubai,transfer,success,1
6092,A1821,A1514,1105,24375,D_SHARED_1,Dubai,transfer,success,1
6093,A1514,A1681,1105,24376,D_SHARED_1,Dubai,transfer,success,1
6094,A1681,A185,1105,24377,D_SHARED_4,Dubai,transfer,success,1
6095,A185,A149,1105,24378,D_SHARED_3,Dubai,transfer,success,1
6096,A2488,A1992,22100,24375,D140,Dubai,withdrawal,success,0
6097,A661,A723,88566,24382,D146,Bangalore,withdrawal,success,0
6098,A845,A1096,34162,24387,D249,Bangalore,transfer,success,0
6099,A799,A1684,66264,24397,D145,Dubai,payment,success,0
6100,A1501,A2084,89769,24405,D75,Bangalore,withdrawal,success,0
6101,A1984,A275,68428,24409,D65,Singapore,transfer,success,0
6102,A586,A1453,77578,24419,D216,Delhi,payment,success,0
6103,A2287,A1327,83421,24427,D94,Mumbai,payment,success,0
6104,A83,A1054,2058,24432,D112,London,transfer,success,0
6105,A242,A192,25613,24438,D133,Pakistan,payment,success,0
6106,A1905,A1443,9357,24445,D199,Singapore,payment,success,0
6107,A638,A1835,1604,24446,D1,Bangalore,transfer,success,0
6108,A1335,A38,54152,24454,D152,Bangalore,transfer,success,0
6109,A97,A1205,35588,24464,D92,Singapore,payment,success,0
6110,A555,A688,22149,24471,D28,Singapore,transfer,success,0
6111,A1278,A1010,86581,24474,D79,Mumbai,withdrawal,success,0
6112,A1266,A1725,46447,24476,D4,Bangalore,payment,success,0
6113,A222,A1159,37828,24479,D287,London,withdrawal,success,0
6114,A1786,A88,12608,24480,D241,London,withdrawal,success,0
6115,A1438,A135,32803,24482,D164,Delhi,transfer,success,0
6116,A1931,A928,1570391,24487,D70,Bangalore,transfer,failed,1
6117,A1931,A228,7247180,24488,D197,Ladakh,transfer,failed,1
6118,A1931,A1784,6810725,24489,D166,Singapore,transfer,failed,1
6119,A1931,A18,5441317,24490,D120,Bangalore,transfer,success,1
6120,A467,A1688,40985,24492,D273,Delhi,transfer,success,0
6121,A683,A2051,46564,24498,D229,Delhi,withdrawal,success,0
6122,A278,A983,30550,24499,D44,Delhi,payment,success,0
6123,A475,A916,59255,24507,D258,London,payment,success,0
6124,A1525,A547,47591,24513,D95,Dubai,transfer,success,0
6125,A1425,A46,6130436,24519,D255,Dubai,transfer,success,1
6126,A35,A46,6109860,24520,D81,Dubai,transfer,success,1
6127,A1530,A46,606057,24521,D288,Dubai,transfer,success,1
6128,A1633,A46,8918911,24522,D253,Dubai,transfer,success,1
6129,A1094,A46,4853644,24523,D48,Dubai,transfer,success,1
6130,A1408,A2404,76594,24522,D280,Pakistan,withdrawal,success,0
6131,A1635,A1010,28742,24529,D292,Mumbai,payment,success,0
6132,A1372,A1417,316500,24530,D167,London,transfer,success,1
6133,A1830,A1488,1267723,24536,D300,Dubai,transfer,failed,1
6134,A1830,A1945,8740724,24537,D129,London,transfer,failed,1
